,Date,AppID,AppName,Country,Author,Rating,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
453,24/04/2020 22:50,bh.bahrain.corona.tracker,BeAware Bahrain,ar,ib b,5,تطبيق رائع يساهم بالتوعية من هذا الوباء الفتاك حفظ الله البحرين حكومتا وشعبا.,A wonderful application that contributes to raising awareness of this deadly epidemic  may God protect Bahrain  government and people.,ar,A wonderful application that contributes to raising awareness of this deadly epidemic  may God protect Bahrain  government and people ,"Domain_Specific, Location, Privacy","bahrain, protect, applic",0.230769231,Positive,0,0,1,0,,0,1,1,0
454,24/04/2020 22:49,bh.bahrain.corona.tracker,BeAware Bahrain,ar,حسين الفلاحات,5,تطبيق ممتاز ..,Excellent application ..,ar,Excellent application   ,Domain_Specific,applic,0.5,Positive,0,0,1,0,,0,0,0,0
455,24/04/2020 22:47,bh.bahrain.corona.tracker,BeAware Bahrain,ar,يوسف متحدي الالعاب,5,احسن تطبيق الي مكافحة كورونا,The best application to combat Corona,ar,The best application to combat Corona,Domain_Specific,applic,0.25,Positive,0,0,1,0,,0,0,0,0
456,24/04/2020 22:30,bh.bahrain.corona.tracker,BeAware Bahrain,ar,حمود الراشد,5,بصراحة كل مايبذل جهد جبار يشكر عليه كل القائمين اللي واضعين البحرين فوق في كل المجالات ربي يحفظكم من كل مكروه,Frankly  all that is a tremendous effort is to be thanked by all those in charge of placing Bahrain above in all fields  may God protect you from all harm.,ar,Frankly  all that is a tremendous effort is to be thanked by all those in charge of placing Bahrain above in all fields  may God protect you from all harm ,"Location, Privacy","bahrain, protect",0.153846154,Positive,0,0,0,0,,0,1,1,0
457,24/04/2020 22:21,bh.bahrain.corona.tracker,BeAware Bahrain,ar,mohd BH,5,يعطيكم العافية والله يحفظ البحرين🇧🇭❤❤,Gives you wellness and God preserves Bahrain🇧🇭❤❤,ar,Gives you wellness and God preserves Bahrain    ,"Domain_Specific, Location","bahrain, preserv",0.4,Positive,0,0,1,0,,0,1,0,0
460,24/04/2020 21:14,bh.bahrain.corona.tracker,BeAware Bahrain,ar,GAME RIY,5,عندي مشكلة في تسجيل البيانات يطلع لي الرقم مسجل مسبقا وانا ما نزلته ولا سجلت من قبل ويمكن يقصدون الرقم الملغي الي مسجل في البوابة الالكترونية ، ممكن حل؟,I have a problem in registering the data. The number is already registered for me  and I have not downloaded it and have not registered before. They may mean the canceled number registered in the online portal. Can a solution?,ar,I have a problem in registering the data  The number is already registered for me  and I have not downloaded it and have not registered before  They may mean the canceled number registered in the online portal  Can a solution ,Privacy,data,0.058823529,Positive,0,0,0,0,,0,0,1,0
468,24/04/2020 19:02,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Habib Almusjen,5,الله يحفظ وطني وشعبي من كل سوء ودام عزك يا وطن,May God preserve my country and my people from all evil and your glory  my homeland,ar,May God preserve my country and my people from all evil and your glory  my homeland,"Domain_Specific, Language, Location","countri, countri, preserv",0.375,Positive,0,0,1,0,,1,1,0,0
469,24/04/2020 18:53,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Khaled Naderelmasry,5,تطبيق رائع وفكر واعي ومتقدم . شكرا اهل البحرين,Great app  thought conscious and advanced. Thank you the people of Bahrain,ar,Great app  thought conscious and advanced  Thank you the people of Bahrain,Location,bahrain,0.125,Positive,0,0,0,0,,0,1,0,0
476,24/04/2020 18:22,bh.bahrain.corona.tracker,BeAware Bahrain,ar,YÄŞMƏƏŇ,5,التطبيق اكثر من رائع والله يحفظ البحرين وأهلها •♡•,The application is more than wonderful  and God preserves Bahrain and its people • ♡ •,ar,The application is more than wonderful  and God preserves Bahrain and its people      ,"Domain_Specific, Location","bahrain, preserv, applic",0.5,Positive,0,0,1,0,,0,1,0,0
479,24/04/2020 18:08,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Naif Ajmi,5,الله يوفقكم ويسدد خطاكم,May God grant you success and guide your steps,ar,May God grant you success and guide your steps,Domain_Specific,guid,0.166666667,Positive,0,0,1,0,,0,0,0,0
480,24/04/2020 18:07,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Shuja Almutairi,5,السلام عليكم ..نحن جيرانكم في الخبر هل يحق لنا الاشتراك في المسابقة ؟ إذا نعم خدمة اتصال الفيديو لا تعمل إذا لا ......البحرين في قلوبنا ⁦♥️⁩⁦♥️⁩⁦♥️⁩,Peace be upon you .. we are your neighbors in the news  do we have the right to participate in the competition? If yes  video calling service does not work if not ...... Bahrain is in our hearts ♥ ️ ♥ ️ ♥ ️,ar,Peace be upon you    we are your neighbors in the news  do we have the right to participate in the competition  If yes  video calling service does not work if not        Bahrain is in our hearts            ,"Domain_Specific, Location","bahrain, servic, servic",0.2,Positive,0,0,1,0,,0,1,0,0
486,24/04/2020 17:55,bh.bahrain.corona.tracker,BeAware Bahrain,en,Afaf Ali,5,يعطيكم العافيه جميعا وربي يحفظ البحرين,Gives you all wellness and my Lord preserves Bahrain,ar,Gives you all wellness and my Lord preserves Bahrain,"Domain_Specific, Location","bahrain, preserv",0.4,Positive,0,0,1,0,,0,1,0,0
488,24/04/2020 17:47,bh.bahrain.corona.tracker,BeAware Bahrain,ar,ام خالد الرويلي,5,من اجمل التطبيقات 💙,One of the most beautiful applications 💙,ar,One of the most beautiful applications  ,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
493,24/04/2020 17:33,bh.bahrain.corona.tracker,BeAware Bahrain,ar,المنشد بدر المساعيد القناة الرسميه,5,طبيق جميل مجهود مشكورين عليه,Nice application  thank you for it,ar,Nice application  thank you for it,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
497,24/04/2020 17:08,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Fahd Wrjh4,5,شكرا لكل من ساهم من اجل سلامة أبناء و اباء وامهات شكرا للاطباء والممرضين ويستاهلوا تحية من قلب😗😗😗,Thank you to everyone who has contributed to the safety of children  fathers and mothers. Thank you to the doctors and nurses. They deserve a greeting from the heart.,ar,Thank you to everyone who has contributed to the safety of children  fathers and mothers  Thank you to the doctors and nurses  They deserve a greeting from the heart ,"Age, Domain_Specific","children, father",0.153846154,Positive,1,0,1,0,,0,0,0,0
505,22/04/2020 13:01,bh.bahrain.corona.tracker,BeAware Bahrain,en,Jamshaid Ahmed,5,Love it thanks Bahrain love you,  Love it thanks Bahrain love you ,en,  Love it thanks Bahrain love you ,Location,bahrain,0.25,Positive,0,0,0,0,,0,1,0,0
511,21/04/2020 16:03,bh.bahrain.corona.tracker,BeAware Bahrain,ar,سجاد حسن,5,افضل تطبيق في العالم,The best application in the world,ar,The best application in the world,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
513,21/04/2020 8:31,bh.bahrain.corona.tracker,BeAware Bahrain,en,Ramaaji Ppam,5,Good service,  Good service ,en,  Good service ,Domain_Specific,"servic, servic",1,Positive,0,0,1,0,,0,0,0,0
515,19/04/2020 19:43,bh.bahrain.corona.tracker,BeAware Bahrain,ar,mahmood zayeed,5,نشكر مملكة البحرين الغالية وقيادتها الملك المفدى الملك حمد وسمو ولي العهد الأمير سلمان وسمو رئيس الوزراء الأمير خليفة حفظه الله وامد في عمره وسمو الأمير الشيخ ناصر على المجهود الجبار للحفاظ على شعب البحرين مواطنين ومقيمين حفظكم الله وحفظ مملكة البحرين الحبيبة,We thank the dear Kingdom of Bahrain and its leadership  the beloved King Hamad  His Highness the Crown Prince Prince Salman  His Highness the Prime Minister Prince Khalifa  may God preserve him and his life  and His Highness Prince Sheikh Nasser for the tremendous effort to preserve the people of Bahrain  citizens and residents  may God preserve you and preserve the beloved Kingdom of Bahrain,ar,We thank the dear Kingdom of Bahrain and its leadership  the beloved King Hamad  His Highness the Crown Prince Prince Salman  His Highness the Prime Minister Prince Khalifa  may God preserve him and his life  and His Highness Prince Sheikh Nasser for the tremendous effort to preserve the people of Bahrain  citizens and residents  may God preserve you and preserve the beloved Kingdom of Bahrain,"Domain_Specific, Location","bahrain, preserv",0.05,Positive,0,0,1,0,,0,1,0,0
526,18/04/2020 17:09,bh.bahrain.corona.tracker,BeAware Bahrain,ar,السيد سلمان,5,مجتمع واعي كلنا بحرين,A conscious society  we are all in Bahrain,ar,A conscious society  we are all in Bahrain,Location,bahrain,0.333333333,Neutral,0,0,0,0,,0,1,0,0
529,18/04/2020 10:25,bh.bahrain.corona.tracker,BeAware Bahrain,en,Ansarthadayil Muhammed,1,My phone is android version is 5.1 this application is not opening the screen. Open and hang the phone. Many times I re installed. But showing the same issue. Please give me tha right advice.,  My phone is android version is 5.1 this application is not opening the screen. Open and hang the phone. Many times I re installed. But showing the same issue. Please give me tha right advice. ,en,  My phone is android version is     this application is not opening the screen  Open and hang the phone  Many times I re installed  But showing the same issue  Please give me tha right advice  ,Domain_Specific,applic,0.052631579,Positive,0,0,1,0,,0,0,0,0
531,18/04/2020 8:37,bh.bahrain.corona.tracker,BeAware Bahrain,en,Md Sohel,5,English,  English ,en,  English ,Language,english,1,Neutral,0,0,0,0,,1,0,0,0
544,17/04/2020 10:12,bh.bahrain.corona.tracker,BeAware Bahrain,en,K. Altemimi,5,افضل تطبيق ذكي ع الاطلاق,Best smart application ever,ar,Best smart application ever,Domain_Specific,applic,0.25,Positive,0,0,1,0,,0,0,0,0
546,17/04/2020 8:21,bh.bahrain.corona.tracker,BeAware Bahrain,ar,عادل الجابري,5,تطبيق يواكب الحدث الحالي. بارك الله في جهود فريق البحرين,The application keeps up with the current event. God bless the efforts of the Bahrain team,ar,The application keeps up with the current event  God bless the efforts of the Bahrain team,"Domain_Specific, Location","bahrain, applic",0.222222222,Positive,0,0,1,0,,0,1,0,0
547,17/04/2020 6:09,bh.bahrain.corona.tracker,BeAware Bahrain,ar,مطيع علي,5,مشكورين برنامج رائع جدا الله يحفظ البحرين وجميع بلاد المسلمين,Thank you for a very wonderful program  may God protect Bahrain and all Muslim countries,ar,Thank you for a very wonderful program  may God protect Bahrain and all Muslim countries,"Language, Location, Privacy","countri, countri, bahrain, protect",0.4,Positive,0,0,0,0,,1,1,1,0
550,16/04/2020 21:41,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mariam Ahmed,5,البحرين ♥️🇧🇭🤗👏,Bahrain ♥ ️🇧🇭🤗👏,ar,Bahrain        ,Location,bahrain,1,Neutral,0,0,0,0,,0,1,0,0
554,16/04/2020 14:07,bh.bahrain.corona.tracker,BeAware Bahrain,ar,مقاطع مضحكة ظريفة,5,جميل جدا معا ضد الكورونا شكرا للبحرين ولجهودها في تخطي هذا الوباء شكرا,Very nice together against Corona Thank you to Bahrain and its efforts to overcome this epidemic. Thank you,ar,Very nice together against Corona Thank you to Bahrain and its efforts to overcome this epidemic  Thank you,Location,bahrain,0.1,Positive,0,0,0,0,,0,1,0,0
556,16/04/2020 10:26,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Khalifa Abdul,5,تطبيق ممتاز جدا جدا جدا جدا جدا,Very very very very very excellent application,ur,Very very very very very excellent application,Domain_Specific,applic,0.142857143,Positive,0,0,1,0,,0,0,0,0
559,16/04/2020 8:24,bh.bahrain.corona.tracker,BeAware Bahrain,en,Joycelyn Bernal,5,Thank you ba aware Bahrain..to everyday. Result...god bless..,  Thank you ba aware Bahrain..to everyday. Result...god bless.. ,en,  Thank you ba aware Bahrain  to everyday  Result   god bless   ,Location,bahrain,0.125,Positive,0,0,0,0,,0,1,0,0
560,16/04/2020 6:49,bh.bahrain.corona.tracker,BeAware Bahrain,en,عبدالله العباسي,5,بارك الله فيكم ووفقكم الله على جهودكم ورحم الله والديكم ❤❤❤ وانا مستعد للتطوع معكم وفي خدمتكم وفي خدمة الوطن والقيادة الرشيدة ❤❤,May God bless you and may God grant you success for your efforts and may God have mercy on your parents والدي I am ready to volunteer with you and in your service and in the service of the country and the wise leadership ❤❤,ar,May God bless you and may God grant you success for your efforts and may God have mercy on your parents       I am ready to volunteer with you and in your service and in the service of the country and the wise leadership   ,"Domain_Specific, Language, Location","countri, countri, servic, servic, volunt",0.263157895,Positive,0,0,1,0,,1,1,0,0
564,16/04/2020 5:00,bh.bahrain.corona.tracker,BeAware Bahrain,ar,abn askndria,5,تطبيق ممتاز يطلعنا على كافة التطورات أولا بأول- حفظ الله مملكة البحرين وأهلها والجميع من البلاء والوباء .,An excellent application that informs us of all developments first-hand - may God protect the Kingdom of Bahrain and its people and everyone from the scourge and the epidemic.,ar,An excellent application that informs us of all developments first hand   may God protect the Kingdom of Bahrain and its people and everyone from the scourge and the epidemic ,"Domain_Specific, Location, Privacy","bahrain, protect, applic",0.1875,Positive,0,0,1,0,,0,1,1,0
566,16/04/2020 4:49,bh.bahrain.corona.tracker,BeAware Bahrain,en,Lekha Suneesh,5,Team bahrain -great job,Team bahrain -great job,id,Team bahrain  great job,Location,bahrain,0.25,Positive,0,0,0,0,,0,1,0,0
571,15/04/2020 18:30,bh.bahrain.corona.tracker,BeAware Bahrain,en,king sheikh belal,5,It's Very good and It's work well Thanks bahrain,  It's Very good and It's work well Thanks bahrain ,en,  It s Very good and It s work well Thanks bahrain ,Location,bahrain,0.166666667,Positive,0,0,0,0,,0,1,0,0
573,15/04/2020 17:12,bh.bahrain.corona.tracker,BeAware Bahrain,en,Afrah Rahma,5,"Bahrain is always a forerunner and is at the forefront of countries in all fields. This advanced application is one of the best applications for following Corona and provides reliable information locally, internationaly and globaly. And this proves the Bahrain's superiority and development..God bless my country, Bahrain",  Bahrain is always a forerunner and is at the forefront of countries in all fields. This advanced application is one of the best applications for following Corona and provides reliable information locally  internationaly and globaly. And this proves the Bahrain's superiority and development..God bless my country  Bahrain ,en,  Bahrain is always a forerunner and is at the forefront of countries in all fields  This advanced application is one of the best applications for following Corona and provides reliable information locally  internationaly and globaly  And this proves the Bahrain s superiority and development  God bless my country  Bahrain ,"Domain_Specific, Language, Location","countri, countri, local, bahrain, superior, follow, applic",0.259259259,Positive,0,0,1,0,,1,1,0,0
574,15/04/2020 16:19,bh.bahrain.corona.tracker,BeAware Bahrain,en,Sharika S Pillai,5,Helpful application and we can be safe with the reports provided by this app,  Helpful application and we can be safe with the reports provided by this app ,en,  Helpful application and we can be safe with the reports provided by this app ,Domain_Specific,applic,0.166666667,Positive,0,0,1,0,,0,0,0,0
575,15/04/2020 15:49,bh.bahrain.corona.tracker,BeAware Bahrain,ar,حاتم النقيب الرضامي,5,تطبيق رائع وهادف ومثمر,A wonderful  purposeful and fruitful application,ar,A wonderful  purposeful and fruitful application,Domain_Specific,applic,0.25,Positive,0,0,1,0,,0,0,0,0
577,15/04/2020 14:15,bh.bahrain.corona.tracker,BeAware Bahrain,ar,يافع اليافعي,5,الله يجزيكم الخير القائمين على هذا العمل وربنا يحفظ البحرين حكومتا وشعبا ويجنبها كل مكروة,May God reward you with the goodness of those in charge of this work  and may God preserve Bahrain  its government and people  and spare it all harm.,ar,May God reward you with the goodness of those in charge of this work  and may God preserve Bahrain  its government and people  and spare it all harm ,"Domain_Specific, Location","bahrain, preserv",0.142857143,Positive,0,0,1,0,,0,1,0,0
579,15/04/2020 13:42,bh.bahrain.corona.tracker,BeAware Bahrain,en,Abdulrahmsn Albanna,5,Bahrain is the best,  Bahrain is the best ,en,  Bahrain is the best ,Location,bahrain,0.5,Positive,0,0,0,0,,0,1,0,0
581,15/04/2020 12:31,bh.bahrain.corona.tracker,BeAware Bahrain,en,Efren Ramos,5,Excellent app...Thank you Bahrain,  Excellent app...Thank you Bahrain ,en,  Excellent app   Thank you Bahrain ,Location,bahrain,0.25,Positive,0,0,0,0,,0,1,0,0
584,15/04/2020 10:25,bh.bahrain.corona.tracker,BeAware Bahrain,en,Chie Denoga,4,"its good app but i hope we know more how the location is being done, i mean what distance they are using",  its good app but i hope we know more how the location is being done  i mean what distance they are using ,en,  its good app but i hope we know more how the location is being done  i mean what distance they are using ,"Domain_Specific, Privacy","locat, locat",0.222222222,Positive,0,0,1,0,,0,0,1,0
586,15/04/2020 9:11,bh.bahrain.corona.tracker,BeAware Bahrain,en,Joe Kaede,4,I installed and registered when it was first launched. Then I uninstalled by accident Now when I installed it again it says my registration information does not match the first registration even though I did not change anything. Very confused?!,  I installed and registered when it was first launched. Then I uninstalled by accident Now when I installed it again it says my registration information does not match the first registration even though I did not change anything. Very confused?! ,en,  I installed and registered when it was first launched  Then I uninstalled by accident Now when I installed it again it says my registration information does not match the first registration even though I did not change anything  Very confused   ,Emotional,confus,0.05,Negative,0,0,0,1,,0,0,0,0
587,15/04/2020 8:29,bh.bahrain.corona.tracker,BeAware Bahrain,ar,jas_379 vib,5,وأصول بالبحرين انتو المقدمة,And the assets of Bahrain Into introduction,ar,And the assets of Bahrain Into introduction,Location,bahrain,0.333333333,Positive,0,0,0,0,,0,1,0,0
589,15/04/2020 8:20,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Mona Salman,5,تطبيق ممتاز و مميز,Excellent and distinctive application,ar,Excellent and distinctive application,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
591,15/04/2020 7:10,bh.bahrain.corona.tracker,BeAware Bahrain,en,Zainuddin Abdulla,5,"No comments,, just excellent",No comments   just excellent,fr,No comments   just excellent,Domain_Specific,comment,0.5,Positive,0,0,1,0,,0,0,0,0
593,15/04/2020 6:02,bh.bahrain.corona.tracker,BeAware Bahrain,en,Abdul Salim,5,Great app .bahrain will defeat the covid 19 virus quickly inshaallahu,  Great app .bahrain will defeat the covid 19 virus quickly inshaallahu ,en,  Great app  bahrain will defeat the covid    virus quickly inshaallahu ,Location,bahrain,0.125,Positive,0,0,0,0,,0,1,0,0
599,15/04/2020 0:37,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Dr. Bishr Mohammad,3,التطبيق رائع في خدماته حسب الوصف، لكن للأسف لم أستطع التسجيل رغم تكرار العملية وإدخال otp بعد التحديث تم حل المشكلة.. التطبيق رائع والجهد مشكور تسلم الأيادي,The application is great in its services according to the description  but unfortunately  I could not register despite the repetition of the process and the introduction of otp after the update  the problem was solved .. The application is great and the effort is grateful.,ar,The application is great in its services according to the description  but unfortunately  I could not register despite the repetition of the process and the introduction of otp after the update  the problem was solved    The application is great and the effort is grateful ,Domain_Specific,"servic, servic, applic",0.15,Positive,0,0,1,0,,0,0,0,0
603,14/04/2020 20:31,bh.bahrain.corona.tracker,BeAware Bahrain,en,Musical G,5,This application is the best for knowing the updates of news around the world specially about COVID-19 each and every detail.,  This application is the best for knowing the updates of news around the world specially about COVID-19 each and every detail. ,en,  This application is the best for knowing the updates of news around the world specially about COVID    each and every detail  ,Domain_Specific,applic,0.090909091,Positive,0,0,1,0,,0,0,0,0
604,14/04/2020 20:09,bh.bahrain.corona.tracker,BeAware Bahrain,ar,بدور العنزي,5,يعطيكم العافيه ع التطبيق,It gives you wellness p application,ar,It gives you wellness p application,Domain_Specific,applic,0.25,Positive,0,0,1,0,,0,0,0,0
607,14/04/2020 19:34,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Al Bahrain,5,👍عجيب البحرين فوق كلنا فريق البحرين,Wonderful Bahrain is above all of us  the Bahrain team,ar,Wonderful Bahrain is above all of us  the Bahrain team,Location,bahrain,0.166666667,Positive,0,0,0,0,,0,1,0,0
609,14/04/2020 19:20,bh.bahrain.corona.tracker,BeAware Bahrain,en,Abdulla Kamal,5,Very useful application,  Very useful application ,en,  Very useful application ,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
615,14/04/2020 18:36,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Reyad Reyad,5,جهود جبارة يقوم بها جميع المعنيين... الشكر الجزيل لقيادتنا الحكيمة لما تبذله من جهود جبارة في هذه الظروف..,Great efforts are being undertaken by all concerned ... Many thanks to our wise leadership for its tremendous efforts in these circumstances.,ar,Great efforts are being undertaken by all concerned     Many thanks to our wise leadership for its tremendous efforts in these circumstances ,Emotional,concern,0.090909091,Positive,0,0,0,1,,0,0,0,0
618,14/04/2020 17:35,bh.bahrain.corona.tracker,BeAware Bahrain,en,Abdur Rauf,5,Thank you Bahrain for everything🤩. An amazing app.,  Thank you Bahrain for everything🤩. An amazing app. ,en,  Thank you Bahrain for everything   An amazing app  ,Location,bahrain,0.2,Positive,0,0,0,0,,0,1,0,0
623,14/04/2020 16:47,bh.bahrain.corona.tracker,BeAware Bahrain,en,Wafaa Shadi,2,"Thank you for the application, however I can not make an appointment for the Exit Spam test after my self isolation period. I have updated the app but still I couldn't find the option.",  Thank you for the application  however I can not make an appointment for the Exit Spam test after my self isolation period. I have updated the app but still I couldn't find the option. ,en,  Thank you for the application  however I can not make an appointment for the Exit Spam test after my self isolation period  I have updated the app but still I couldn t find the option  ,Domain_Specific,applic,0.0625,Negative,0,0,1,0,,0,0,0,0
627,14/04/2020 16:24,bh.bahrain.corona.tracker,BeAware Bahrain,en,Jamsher sher md,5,Nice application,Nice application,it,Nice application,Domain_Specific,applic,0.5,Positive,0,0,1,0,,0,0,0,0
633,14/04/2020 15:28,bh.bahrain.corona.tracker,BeAware Bahrain,en,Sushanta Samal,5,Great telp to track the health issue.,  Great telp to track the health issue. ,en,  Great telp to track the health issue  ,Privacy,track,0.2,Positive,0,0,0,0,,0,0,1,0
636,14/04/2020 15:03,bh.bahrain.corona.tracker,BeAware Bahrain,en,Demanding Videos,4,"Nice app, but try to given us information from which countries they are belong who having active cases. Thank you",  Nice app  but try to given us information from which countries they are belong who having active cases. Thank you ,en,  Nice app  but try to given us information from which countries they are belong who having active cases  Thank you ,"Language, Location","countri, countri",0.181818182,Positive,0,0,0,0,,1,1,0,0
653,14/04/2020 12:57,bh.bahrain.corona.tracker,BeAware Bahrain,ar,حسين جعفر,5,تطبيق جدا ممتاز,Very excellent application,ar,Very excellent application,Domain_Specific,applic,0.333333333,Positive,0,0,1,0,,0,0,0,0
657,14/04/2020 12:07,bh.bahrain.corona.tracker,BeAware Bahrain,ar,عزيز الشريفي,5,هذا التطبيق واجب وطني على الجميع وهو اقل ما يمكن أن يقدم إضافة الى جهود كل القائمين على حماية صحة وأمن هذا الوطن الغالي على قلوبنا حفظ الله الجميع,This application is a national duty for everyone  and it is the least that can be provided in addition to the efforts of all those responsible for protecting the health and security of this country  which is dear to our hearts  may God protect everyone,ar,This application is a national duty for everyone  and it is the least that can be provided in addition to the efforts of all those responsible for protecting the health and security of this country  which is dear to our hearts  may God protect everyone,"Domain_Specific, Language, Location, Privacy","countri, countri, secur, protect, secur, applic",0.315789474,Positive,0,0,1,0,,1,1,1,0
661,14/04/2020 11:46,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Abdulla Bo3essa,5,اللهم احفظ بلادنا وملكنا من كل مكروه,Oh God  save our country and our king from all harm,ar,Oh God  save our country and our king from all harm,"Language, Location","countri, countri",0.333333333,Positive,0,0,0,0,,1,1,0,0
668,14/04/2020 11:17,bh.bahrain.corona.tracker,BeAware Bahrain,en,Zubair Saleem,5,Its very good application I have suggestion if total cases will be added i will be appreciated. Regards.... Zubair From Kingdom of Bahrain 🇧🇭,  Its very good application I have suggestion if total cases will be added i will be appreciated. Regards.... Zubair From Kingdom of Bahrain 🇧🇭 ,en,  Its very good application I have suggestion if total cases will be added i will be appreciated  Regards     Zubair From Kingdom of Bahrain    ,"Domain_Specific, Location","bahrain, applic",0.166666667,Positive,0,0,1,0,,0,1,0,0
674,14/04/2020 10:56,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Houda Jadid,5,الله يحفظ البحرين بلدنا الثاني ملكا و شعبا,May God protect Bahrain  our second country  a king and a people,ar,May God protect Bahrain  our second country  a king and a people,"Language, Location, Privacy","countri, countri, bahrain, protect",0.5,Positive,0,0,0,0,,1,1,1,0
680,14/04/2020 10:22,bh.bahrain.corona.tracker,BeAware Bahrain,fr,Sami Rahmouni,5,تطبيق رائع، بوركت جهودكم، وحمى الله البحرين من كلّ سوء,Wonderful application  bless your efforts  and may God protect Bahrain from all evil,ar,Wonderful application  bless your efforts  and may God protect Bahrain from all evil,"Domain_Specific, Location, Privacy","bahrain, protect, applic",0.333333333,Positive,0,0,1,0,,0,1,1,0
685,14/04/2020 9:03,bh.bahrain.corona.tracker,BeAware Bahrain,ar,SALEH ALTUBAISHI,4,جزاك الله خير خير على البرنامج المتميز نتمنا اضافة خدمة تتيح لمستخدم البرنامج معرفت المواقع الموبوئة والاشخاص على رسم خارطة او البحث بسم المنطقة او الشخص والتعرف عليها لتجنب الذهاب لها وثانيا اضافة رابط للتواصل معكم مباشر المقترحات.. ملاحظة ان احصائية الصفحة الرئيسية لاتطابق صفحة الاحصائية العالمية في نفس البرنامج مع العلم ان هناك تاخر في تحديث الإحصائيات ولكم خالص الشكر والتقدير على الجهد المبذول لخدمة الوطن والمواطن,May God reward you well for the distinguished program. We hope to add a service that allows the user of the program to know the affected sites and people to draw a map or search in the name of the region or person and identify them to avoid going to it and secondly add a link to communicate with you directly the proposals .. Note that the statistics of the home page does not match the global statistical page in The same program  knowing that there is a delay in updating the statistics  and you sincerely thank and appreciate the effort made to serve the country and the citizen,ar,May God reward you well for the distinguished program  We hope to add a service that allows the user of the program to know the affected sites and people to draw a map or search in the name of the region or person and identify them to avoid going to it and secondly add a link to communicate with you directly the proposals    Note that the statistics of the home page does not match the global statistical page in The same program  knowing that there is a delay in updating the statistics  and you sincerely thank and appreciate the effort made to serve the country and the citizen,"Domain_Specific, Language, Location","countri, countri, region, servic, servic, identifi, communic",0.132075472,Positive,0,0,1,0,,1,1,0,0
687,14/04/2020 5:50,bh.bahrain.corona.tracker,BeAware Bahrain,en,Lamice Askar,5,Thanks Bahrain,Thanks Bahrain,id,Thanks Bahrain,Location,bahrain,0.5,Positive,0,0,0,0,,0,1,0,0
690,13/04/2020 21:54,bh.bahrain.corona.tracker,BeAware Bahrain,en,جمعية مناصرة فلسطين - البحرين,5,اشكركم على التطبيق الرائع ،، حفظ الله البحرين من البلاء والوباء وسيء الأمراض,Thank you for the wonderful application  may God protect Bahrain from calamity  epidemics and bad diseases,ar,Thank you for the wonderful application  may God protect Bahrain from calamity  epidemics and bad diseases,"Domain_Specific, Location, Privacy","bahrain, protect, applic",0.272727273,Positive,0,0,1,0,,0,1,1,0
693,13/04/2020 19:38,bh.bahrain.corona.tracker,BeAware Bahrain,ar,فهد وائل المرسومي,5,جزاكم الله خير والله يحفظ البحرين حكومة وشعب وارض من كل بلاء ووباء,May God reward you well  and God preserves Bahrain  the government  people  and land from every calamity and epidemic,ar,May God reward you well  and God preserves Bahrain  the government  people  and land from every calamity and epidemic,"Domain_Specific, Location","bahrain, land, preserv",0.230769231,Positive,0,0,1,0,,0,1,0,0
702,13/04/2020 9:58,bh.bahrain.corona.tracker,BeAware Bahrain,ar,Khalid Musaeed,5,ممتاز حفظ الله مملكتنا الغاليه,Excellent  may God preserve our dear kingdom,ar,Excellent  may God preserve our dear kingdom,Domain_Specific,preserv,0.166666667,Positive,0,0,1,0,,0,0,0,0
