,Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Title Review,Detected Language,content,issue,syn,issue_vio_id,sentiment,Age,Disability,Domain_Specific,Emotional,Gender,Language,Location,Privacy,Socio_economic_Status
170,4/9/20 11:17,1503717224,Stopp Corona,at,1,Erwin538,5,Tolle Idee,"Liebes Entwicklungsteam,
herzlichen Dank für diese tolle Idee! Dass Verbesserungen immer möglich sind, ist klar. Automatischer Austausch wäre super!
Allen „Überwachungsschreibern“: Schalte sofort, ja, jetzt sofort, dein Handy aus! Du bist ortbar, die Daten werden auch gespeichert! Also schalte aus! Und: Auch noch so ein doofer Username schützt dich nicht! Gibt nur mehr registrierte Handys in AT","Great idea Dear development team 
Thank you very much for this great idea! It is clear that improvements are always possible. Automatic exchange would be great!
All ""surveillance writers"": Switch off your cell phone immediately  yes  now immediately! You can be located  the data is also saved! So turn it off! And: Even such a stupid username won't protect you! There are only registered cell phones in AT",de,Great idea Dear development team  Thank you very much for this great idea  It is clear that improvements are always possible  Automatic exchange would be great  All  surveillance writers   Switch off your cell phone immediately  yes  now immediately  You can be located  the data is also saved  So turn it off  And  Even such a stupid username won t protect you  There are only registered cell phones in AT,"Domain_Specific, Privacy","data, locat, protect, locat, writer",0.128205128,Positive,0,,1,0,0,0,0,1,0
171,4/9/20 10:58,1503717224,Stopp Corona,at,1,Bernie469,5,Gute Idee!,"Ich finde es eine sehr gute Idee! 

Ja, es mag nicht perfekt sein und ich bin auch auf Datenschutz heikel. Aber das ist gut gelöst und in diesem Fall geht es um Gesundheit. Und das ist am wichtigsten! 

Ich warte sehnsüchtig auf das Update! 

Weiter so!","Good idea! I think it's a very good idea!

Yes  it may not be perfect and I am also sensitive about data protection. But that is well resolved and in this case it is about health. And that is most important!

I am eagerly waiting for the update!

Keep it up!",de,Good idea  I think it s a very good idea   Yes  it may not be perfect and I am also sensitive about data protection  But that is well resolved and in this case it is about health  And that is most important   I am eagerly waiting for the update   Keep it up ,"Domain_Specific, Privacy","data, protect, import, sensit",0.181818182,Positive,0,,1,0,0,0,0,1,0
172,4/9/20 10:43,1503717224,Stopp Corona,at,1,Trudl71,4,Mängel,"Fehlende Erklärung innerhalb der App wieso Zugriff aufs Mikrofon gewährt werden muss.

Fehlende Erklärung in der App-Store Beschreibung wieso Zugriff aufs Mikrofon gewährt werden muss.

Fehlende Auswahl, das Mikrofon nicht als Erkenner zuzulassen. Das sollte ja auch ohne gehen? Für die, die Überwachung befürchten.

Fehlende Erklärung wieso das ganze nicht ohne Ultraschall auch umsetzbar ist.

Wenn man so eine eindeutig „potentiell kontroverse App“ herausbringt, dann sollte man es gleich richtig machen. Weil wenn sich schonmal eine negatige Stimmung im Land breit gemacht hat, dann wird‘s schwer, das Vertrauen wiederzugewinnen. 

Die Entwickler der App haben hier eine extreme Verantwortung, welcher sie sich offensichtlich nicht genug bewusst waren.

Wie wäre es zum Beispiel mit einer Video-Vorschau, im App Store unter der App, in der jegliche Fragen/Zweifel beantwortet und entkräftigt werden?","Deficiencies Lack of explanation within the app why access to the microphone must be granted.

Missing explanation in the app store description why access to the microphone must be granted.

Lack of choice not to allow the microphone as a recognizer. That should work without it? For those who fear surveillance.

No explanation why the whole thing cannot be implemented without ultrasound.

If you bring out such a clearly ""potentially controversial app"" then you should get it right right away. Because if a negative mood has spread across the country  it will be difficult to regain trust.

The developers of the app have an extreme responsibility here  which they obviously weren't aware of enough.

How about  for example  a video preview in the App Store under the app  in which any questions / doubts are answered and invalidated?",de,Deficiencies Lack of explanation within the app why access to the microphone must be granted   Missing explanation in the app store description why access to the microphone must be granted   Lack of choice not to allow the microphone as a recognizer  That should work without it  For those who fear surveillance   No explanation why the whole thing cannot be implemented without ultrasound   If you bring out such a clearly  potentially controversial app  then you should get it right right away  Because if a negative mood has spread across the country  it will be difficult to regain trust   The developers of the app have an extreme responsibility here  which they obviously weren t aware of enough   How about  for example  a video preview in the App Store under the app  in which any questions   doubts are answered and invalidated ,"Domain_Specific, Emotional, Language, Location, Privacy","fear, countri, countri, trust, answer",0.069444444,Negative,0,,1,1,0,1,1,1,0
176,4/9/20 9:57,1503717224,Stopp Corona,at,1,Just Stefan,5,Open Source und Aufregung,"Open Source ist ein Muss und kommt hoffentlich, in der Schnelle der Entwicklung kann ich das einstweilen nachsehen. Aber wozu die Aufregung?, warum die schlechte Bewertung? Ich verschlüssle nahezu meinen ganzen Datenverkehr, fast alles über VPN und Router irgendwo auf der Welt, die Daten in der Cloud ohnehin zusätzlich trotz 2FA Zugang. Trotzdem kann ich das Tracking nicht restlos vermeiden. Da aber hat es als Nebenwirkung nun wenigstens einen höheren Sinn getrackt zu werden, auch wenn es nicht das primäre Ziel ist, und wenn die App in der Eile der Entwicklung ein paar Lücken hat, möge mich die Verwaltung die in dieser Lage überraschend kompetent reagiert, ein paar Wochen tracken. Ich werde es nicht mehr nutzen wenn diese Anfangsschwächen nicht ausgemerzt werden, aber der Sache an sich ... geben ich einstweilen *****",Open source and excitement Open source is a must and will hopefully come  in the speed of development I can look it up for now. But why the fuss? Why the bad rating? I encrypt almost all of my data traffic  almost everything via VPN and router somewhere in the world  the data in the cloud anyway  despite 2FA access. Nevertheless  I cannot completely avoid tracking. As a side effect  however  there is now at least a higher sense of being tracked  even if it is not the primary goal  and if the app has a few gaps in the rush of development  the administration  which reacts surprisingly competent in this situation  track for a couple of weeks. I won't use it anymore if these initial weaknesses are not eradicated  but the matter itself ... for the time being I give *****,de,Open source and excitement Open source is a must and will hopefully come  in the speed of development I can look it up for now  But why the fuss  Why the bad rating  I encrypt almost all of my data traffic  almost everything via VPN and router somewhere in the world  the data in the cloud anyway  despite  FA access  Nevertheless  I cannot completely avoid tracking  As a side effect  however  there is now at least a higher sense of being tracked  even if it is not the primary goal  and if the app has a few gaps in the rush of development  the administration  which reacts surprisingly competent in this situation  track for a couple of weeks  I won t use it anymore if these initial weaknesses are not eradicated  but the matter itself     for the time being I give      ,"Domain_Specific, Privacy","data, track, cloud, router, erad",0.074626866,Positive,0,,1,0,0,0,0,1,0
178,4/9/20 9:29,1503717224,Stopp Corona,at,1,Leanther65,5,Was ist los mit euch!,Nutzt die App! Das hilft uns allen und hört mit diesem blöden Datenschutzgeschwätz auf. Bei anderen Apps ist der euch auch egal.,What's wrong with you! Use the app! That helps us all and ends with this stupid privacy gossip. You don't care about other apps either.,de,What s wrong with you  Use the app  That helps us all and ends with this stupid privacy gossip  You don t care about other apps either ,Privacy,privaci,0.083333333,Negative,0,,0,0,0,0,0,1,0
181,4/9/20 7:55,1503717224,Stopp Corona,at,1,epoxy22,1,Typische Überwachungsapp,"Wenn ich das hier lese, auf gut wienerisch ausgedrückt: „do hauts ma in beidl auft z‘seitn“. 
Jeder der sich mit Big data beschäftigt weiß, dass das interessante nicht die Daten selbst sind, sondern was sich daraus hochrechnen lässt. Ich sag nur bewegungsprofile, mit wem wann wie lange in Kontakt,... und dank Mikrofon auch Standortbestimmung (durch Auswertung der Hintergrundgeräusche) und Lauschangriff sowieso.","Typical surveillance app When I read this  to put it in good Viennese terms: “do hauts ma in beidl auft z‘seitn”.
Everyone who deals with big data knows that the interesting thing is not the data itself  but what can be extrapolated from it. I only say movement profiles  with whom  when and for how long in contact  ... and thanks to the microphone also location (by evaluating the background noises) and eavesdropping anyway.",de,Typical surveillance app When I read this  to put it in good Viennese terms   do hauts ma in beidl auft z seitn   Everyone who deals with big data knows that the interesting thing is not the data itself  but what can be extrapolated from it  I only say movement profiles  with whom  when and for how long in contact      and thanks to the microphone also location  by evaluating the background noises  and eavesdropping anyway ,"Domain_Specific, Privacy","data, locat, locat, profil",0.108108108,Positive,0,,1,0,0,0,0,1,0
183,4/9/20 7:24,1503717224,Stopp Corona,at,1,da stoascheisser koal,1,Open Source,"Würde auch sehr gerne wissen wieso die App nicht als Open Source Projekt geführt wird, dann könnten sämtliche Bedenken die die Bevölkerung momentan hat von der interessierten und technisch fähigen Community durchgearbeitet werden und die Bedenken so ein Stück mehr zerstreut werden!

So fragt man sich halt doch „wer entwickelt das, wo gehen die Daten hin.. ist das Mikrofon wirklich nur für den Ultraschall da oder gibt’s da einen sobotka Switch für Notfälle..“

Die Aussage die hier sehr oft zu lesen ist dass das aus rechtlichen Gründen nicht geht find ich sehr seltsam. Würde gerne wissen welche rechtlichen Gründe das sein sollen. Meiner Meinung nach wäre es wichtiger das Vertrauen herzustellen.","Open Source Would also like to know why the app is not run as an open source project  then all the concerns that the population currently has could be worked through by the interested and technically capable community and the concerns can be dispelled a bit more!

So you ask yourself ""who is developing this  where is the data going .. is the microphone really only there for the ultrasound or is there a sobotka switch for emergencies ..""

The statement that you read here very often is that this is not possible for legal reasons  I find it very strange. Would like to know what legal reasons that should be. In my opinion it would be more important to build trust.",de,Open Source Would also like to know why the app is not run as an open source project  then all the concerns that the population currently has could be worked through by the interested and technically capable community and the concerns can be dispelled a bit more   So you ask yourself  who is developing this  where is the data going    is the microphone really only there for the ultrasound or is there a sobotka switch for emergencies      The statement that you read here very often is that this is not possible for legal reasons  I find it very strange  Would like to know what legal reasons that should be  In my opinion it would be more important to build trust ,"Domain_Specific, Emotional, Privacy, Socio_economic_Status","concern, technic, data, trust, import, run",0.109090909,Positive,0,,1,1,0,0,0,1,1
184,4/9/20 7:24,1503717224,Stopp Corona,at,1,ki_wien,5,Leben schützen statt sich zu Tode fürchten,"natürlich könnte die App Gespräche mitlauschen oder unsere Bewegungen aufzeichnen und diese Daten weiterleiten. Es wurden jedoch Sicherungsmaßnahmen seitens unserer Politik ergriffen, dass sie das nicht tut. Traut unserer Regierung, sie bringt Österreich 🇦🇹 gerade deutlich besser aus dem Schlamassel raus, als andere dies schaffen und die bemühen sich ebenfalls sehr.",Protecting life instead of being scared of death  of course  the app could eavesdrop on conversations or record our movements and forward this data. However  safeguards have been put in place by our policy to prevent it from doing so. Trust our government  it is getting Austria out of the mess a lot better than others and they are also trying very hard.,de,Protecting life instead of being scared of death  of course  the app could eavesdrop on conversations or record our movements and forward this data  However  safeguards have been put in place by our policy to prevent it from doing so  Trust our government  it is getting Austria out of the mess a lot better than others and they are also trying very hard ,"Domain_Specific, Emotional, Location, Privacy","scare, austria, data, trust, protect, record, forward",0.225806452,Negative,0,,1,1,0,0,1,1,0
185,4/9/20 7:22,1503717224,Stopp Corona,at,1,red.lion,1,Funktion & Sicherheit fragwürdig,"wäre schön, wenn es unter höchsten Sicherheitsstandards dazu dienen würde, den Virus einzudämmen. Tut es aber nicht. Quellcode (keine Open Source) geheim, Zugriff aufs Miko (NoGo), Daten Cloud in US. SORRY, geht gar nicht.",Function & security questionable would be nice if it served to contain the virus under the highest security standards. But it doesn't. Source code (no open source) secret  access to Miko (NoGo)  data cloud in US. SORRY  doesn't work at all.,de,Function   security questionable would be nice if it served to contain the virus under the highest security standards  But it doesn t  Source code  no open source  secret  access to Miko  NoGo   data cloud in US  SORRY  doesn t work at all ,Privacy,"data, secur, cloud, secur",0.166666667,Negative,0,,0,0,0,0,0,1,0
186,4/9/20 6:24,1503717224,Stopp Corona,at,1,ChriTschai,2,Gut gemeint ...,"... schlecht getroffen. Kommunikation miserabel. Im ORF heissts überall es gibt eine neue automatische Variante, aber für iPhone schein sie nicht umgesetzt t
zu sein. Info gibt‘s selbst im App Store keine,","Well meant ... ... badly hit. Communication miserable. The ORF says there is a new automatic variant everywhere  but it doesn't seem to have been implemented for the iPhone
to be. There's no info even in the App Store ",de,Well meant         badly hit  Communication miserable  The ORF says there is a new automatic variant everywhere  but it doesn t seem to have been implemented for the iPhone to be  There s no info even in the App Store ,Domain_Specific,communic,0.052631579,Negative,0,,1,0,0,0,0,0,0
187,4/9/20 6:11,1503717224,Stopp Corona,at,1,Bewerten 99999999,5,TOP,Nur so wird der Alltag bis zum Impfstoff oder Medikament funktionieren!!,TOP This is the only way that everyday life will work until the vaccine or medication !!,de,TOP This is the only way that everyday life will work until the vaccine or medication   ,Domain_Specific,"vaccin, medic",0.25,Positive,0,,1,0,0,0,0,0,0
188,4/9/20 6:04,1503717224,Stopp Corona,at,1,HelliHello0101,5,Gedanken,"Vielleicht sollten sich die Kritiker überlegen welche Apps sie schon runtergeladen haben! Datenschutz bei WhatsApp, Facebook etc.....dort ist die Gefahr weit aus höher!!",Thoughts Maybe the critics should think about which apps they have already downloaded! Data protection with WhatsApp  Facebook etc ..... there the danger is far higher !!,de,Thoughts Maybe the critics should think about which apps they have already downloaded  Data protection with WhatsApp  Facebook etc       there the danger is far higher   ,"Domain_Specific, Privacy","data, protect, critic",0.2,Negative,0,,1,0,0,0,0,1,0
191,4/9/20 5:38,1503717224,Stopp Corona,at,1,äno,5,Ein wichtiger Schritt und ein guter Datenschutz,"Ich bin sonst sehr skeptisch was Datenschutz und Überwachungssaat angeht. Ich war auch gegen das Überwachungspaket von ÖVP/FPÖ protestieren und verwende weder Google Maps noch WhatsApp, eine jö Karte oder ähnliches. Aber hier bei dieser App wurde wirklich(!) auf privacy geachtet, hier geht es nicht darum mit Daten Geld zu verdienen oder dass der Staat uns ausspioniert (wie zb beim Bundestrojaner) Die App verfolgt ein äußerst wichtiges Ziel und könnte ein wertvoller Schritt sein wenn wir es schaffen wollen irgendwann wieder Richtung Normalität zu gehen um gezielt zu Testen und Abzuschotten. Momentan sind die Möglichkeit totale Abschottung oder eine Überlastung des Gesundheitswesen. Vielleicht schafft man es mithilfe der App einen Zwischenweg zu gehen.",An important step and good data protection I am otherwise very skeptical about data protection and surveillance seeds. I was also protesting against the surveillance package from ÖVP / FPÖ and I don't use Google Maps  WhatsApp  a jö map or anything like that. But here with this app  privacy was really (!) Paid attention to  this is not about making money with data or that the state is spying on us (such as with the federal Trojan) The app has an extremely important goal and could be a valuable step if we want to manage to go back to normal at some point in order to specifically test and seal off. At the moment there is a possibility of total isolation or an overload of the healthcare system. Maybe you can use the app to take an intermediate route.,de,An important step and good data protection I am otherwise very skeptical about data protection and surveillance seeds  I was also protesting against the surveillance package from  VP   FP  and I don t use Google Maps  WhatsApp  a j  map or anything like that  But here with this app  privacy was really     Paid attention to  this is not about making money with data or that the state is spying on us  such as with the federal Trojan  The app has an extremely important goal and could be a valuable step if we want to manage to go back to normal at some point in order to specifically test and seal off  At the moment there is a possibility of total isolation or an overload of the healthcare system  Maybe you can use the app to take an intermediate route ,"Domain_Specific, Privacy","data, privaci, protect, spi, manag, seal, manag, import, packag, normal, spi, order",0.173913043,Positive,0,,1,0,0,0,0,1,0
194,4/8/20 9:54,1503717224,Stopp Corona,at,1,fb Fa sh,1,Automatik,"1. Es sollte auf eine europäische Lösung gesetzt werden. 
2. Jede Begegnung muss derzeit manuell bestätigt werden. Der infizierte Supermarktbesucher oder U Bahnfahrer, der mich möglicherweise angesteckt hat oder vv.  wird nicht automatisch erfasst. Sehe daher den Sinn dieser App nicht.","Automatic 1. A European solution should be used.
2. Each encounter currently has to be confirmed manually. The infected supermarket visitor or subway driver who may have infected me or vv. is not recorded automatically. Therefore do not see the point of this app.",de,Automatic    A European solution should be used     Each encounter currently has to be confirmed manually  The infected supermarket visitor or subway driver who may have infected me or vv  is not recorded automatically  Therefore do not see the point of this app ,Domain_Specific,"record, visitor",0.090909091,Negative,0,,1,0,0,0,0,0,0
196,4/7/20 19:47,1503717224,Stopp Corona,at,1,MikeFloridsdorf,3,Vertrauen = Open Source,Wie soll man euch ohne Open Source vertrauen?,Trust = Open Source How can you be trusted without Open Source?,de,Trust   Open Source How can you be trusted without Open Source ,Privacy,trust,0.142857143,Positive,0,,0,0,0,0,0,1,0
199,4/7/20 8:28,1503717224,Stopp Corona,at,1,Propagandabaer,1,der teufel im schafspelz,Die Daten werden nicht anonymisiert sondern pseudonymisiert! Also kann man alles zurückverfolgen! Falls ihnen Datenschutz wichtig ist; Finger weg von dieser App!,the devil in sheep's clothing The data is not anonymized but pseudonymized! So you can trace everything back! If data protection is important to you; Stay away from this app!,de,the devil in sheep s clothing The data is not anonymized but pseudonymized  So you can trace everything back  If data protection is important to you  Stay away from this app ,"Domain_Specific, Privacy","data, protect, import",0.2,Negative,0,,1,0,0,0,0,1,0
202,4/6/20 18:26,1503717224,Stopp Corona,at,1,Vinotheker,1,Finger weg!!!,"Mit dieser App versucht die Bundesregierung an deren Spitze der machtgeile Basti steht einen Trojaner auf die Smartphones der Bürger zu bringen, gut getarnt unter der „vertrauenswürdigen Marke des roten Kreuzes“.
Shame on you, Das Rote Kreuz - euch derart dem Despoten Kurz anzubiedern!","Hands off!!! With this app  the federal government  headed by the power-hungry Basti  tries to bring a Trojan onto citizens' smartphones  well camouflaged under the ""trustworthy brand of the red cross"".
Shame on you  The Red Cross - ingratiate yourself so much to the despot Kurz!",de,Hands off    With this app  the federal government  headed by the power hungry Basti  tries to bring a Trojan onto citizens  smartphones  well camouflaged under the  trustworthy brand of the red cross   Shame on you  The Red Cross   ingratiate yourself so much to the despot Kurz ,"Domain_Specific, Privacy","trustworthi, head",0.074074074,Positive,0,,1,0,0,0,0,1,0
203,4/6/20 18:26,1503717224,Stopp Corona,at,1,Wolfi173,1,"Idee gut, Umsetzung weniger gut.","1. App ist darauf angewiesen das die Kontaktperson auch die App hat. Wenn das nicht so ist kann ich den Kontakt mit anderen Personen nicht aufzeichnen.
2. Bei älteren Geräten lässt sich die App gleich gar nicht Installieren.","Idea good  implementation not so good. 1. The app depends on the contact person also having the app. If this is not the case  I cannot record contact with other people.
2. The app cannot be installed at all on older devices.",de,Idea good  implementation not so good     The app depends on the contact person also having the app  If this is not the case  I cannot record contact with other people     The app cannot be installed at all on older devices ,"Age, Domain_Specific","older, record",0.111111111,Neutral,1,,1,0,0,0,0,0,0
204,4/6/20 15:24,1503717224,Stopp Corona,at,1,xdefxx,1,?,Big Brother!, ? Big Brother! ,en,   Big Brother  ,Domain_Specific,brother,0.5,Neutral,0,,1,0,0,0,0,0,0
206,4/6/20 8:11,1503717224,Stopp Corona,at,1,Hakan Austria dan,5,Leben retten,"Hallo ich danke den Menschen die sich bemühen 👍. Hier muss jeder für sich ein Kompromiss eingehen. Leben retten können?
Ja bin dabei! Bin ich dann Transparent? Keine Ahnung ich vertraue hier den Entwicklern! Kann & darf ich dank diesem App Leben retten? Dann bin ich dabei👍
Dieses Handshake Automatisieren das wäre super.","Save lives Hello I thank the people who make an effort 👍. Everyone has to make a compromise here. Save lives?
I'm in! Am I then transparent? I have no idea  I trust the developers here! Can & may I save lives thanks to this app? Then I'll be there👍
Automating this handshake would be great.",de,Save lives Hello I thank the people who make an effort    Everyone has to make a compromise here  Save lives  I m in  Am I then transparent  I have no idea  I trust the developers here  Can   may I save lives thanks to this app  Then I ll be there  Automating this handshake would be great ,Privacy,"transpar, trust",0.08,Positive,0,,0,0,0,0,0,1,0
208,4/6/20 5:27,1503717224,Stopp Corona,at,1,Hauer m.,4,Warum ich Whatsapp nicht verwende und die Stopp Corona app schon,"Als vor einigen Jahren whatsapp von facebook gekauft wurde habe ich whatsapp auf meinem Handy deinstalliert. 

Warum? 

Whatsapp speichert zwar keine Dateninhalte- diese sind ja nachweislich beinAktivierung verschlüsselt- aber

wer kommuniziert mit wem (gelinkt mit deiner Telephon ID) 
Wann und wie lange wird kommuniziert
Wo befindest du dich zu dem Zeitpunkt
Das Adressbuch von jedem Handy wird ebenfalls auf Matching contacts gescanned
Falls du dich jemals gewundert hast wie es facebook schafft dir uralte vergessene Bekannte  vorzuschlagen- nun: vielleicht helfen diese sachdienlichen Hinweise.

Das ist in der Tat big data. 

Genauso wie 

-jede Googlesuche (speichert deine IP Adresse und deine Suchen)

deine Uber  fahrten
Deine Amazonkaeufe
Deine Facebook likes 
All das gibt einer amerikanischen Datenkrake alles was es braucht um mehr ueber dich zunwissen als du selbst. Bekanntlich sind ja so Wahlen in den USA hewonnen worden (vgl. Dazu Cambridge Analytica...)

Daher verwende ich 

threema statt whatsapp
Duckduckgo statt google
Kein facebook
Oesterreichische versandonline webplattformen
Nun zur Coronaapp:

Diese speichert einen anonymen Schluessel einer anderen Begegnung via Bluetooth - derzeit noch durch aktives Abgleichen, demnächst auch automatisch (Ultraschall - und ja das braucht das Mikro!) - mit einem Zeitstempel. 

Die Daten werden lokal verschluesselt abgelegt und sind NICHT mit deiner oder der anderen Telephonnummer verknüpft. 

Bei einem Verdachtsfall wirst du benachrichtigt dass du durch einen verknüpften Kontakt der krank geworden ist, selber eine Gefährdung fuer andere darstellen koenntest (folge : testen, uU präventive Selbst-Quarantäne,...) -

Deine Personal ID wird dabei nicht mit einer Telephonnummer aufgeloest. 

Deswegen halte ich es fuer eine sehr sinnvolle die Demokratie nicht gefaehrdende Massnahme (im Vergleich zu Facebook oder whatsapp...) stopp corona zu installieren. 

 VIelen Dank liebes Rot Kreuz Team!!

(Und open Source waere es noch einfacher den Beweis anzutreten! Deswegen nur 4 Sterne - noch!)","Why I don't use Whatsapp and the Stop Corona app already When facebook bought whatsapp a few years ago  I uninstalled whatsapp on my mobile phone.

Why?

Whatsapp does not save any data content - these are verifiably encrypted when activated - but

who communicates with whom (linked to your phone ID)
When and for how long will the communication take place
Where are you at the moment
The address book of every cell phone is also scanned for matching contacts
If you've ever wondered how Facebook manages to suggest ancient  forgotten acquaintances - well: maybe these pertinent hints will help.

This is big data indeed.

As well as

-Each Google search (saves your IP address and your searches)

your Uber rides
Your Amazon purchases
Your Facebook likes
All of this gives an American data octopus everything it needs to know more about you than you do. It is well known that elections were won in the USA (see Cambridge Analytica ...)

So I use

threema instead of whatsapp
Duckduckgo instead of google
No facebook
Austrian shipping online web platforms
Now to the Coronaapp:

This saves an anonymous key of another encounter via Bluetooth - currently still through active synchronization  soon also automatically (ultrasound - and yes  the microphone needs that!) - with a time stamp.

The data is stored locally encrypted and is NOT linked to your or the other telephone number.

In the event of a suspected case  you will be notified that you yourself could pose a risk to others through a linked contact who became ill (follow: testing  possibly preventive self-quarantine  ...) -

Your Personal ID will not be resolved with a telephone number.

That is why I think it is a very sensible measure that does not endanger democracy (compared to Facebook or whatsapp ...) to install stop corona.

 Thank you dear Red Cross team !!

(And open source would make it even easier to prove it! That's why only 4 stars - still!)",de,Why I don t use Whatsapp and the Stop Corona app already When facebook bought whatsapp a few years ago  I uninstalled whatsapp on my mobile phone   Why   Whatsapp does not save any data content   these are verifiably encrypted when activated   but  who communicates with whom  linked to your phone ID  When and for how long will the communication take place Where are you at the moment The address book of every cell phone is also scanned for matching contacts If you ve ever wondered how Facebook manages to suggest ancient  forgotten acquaintances   well  maybe these pertinent hints will help   This is big data indeed   As well as   Each Google search  saves your IP address and your searches   your Uber rides Your Amazon purchases Your Facebook likes All of this gives an American data octopus everything it needs to know more about you than you do  It is well known that elections were won in the USA  see Cambridge Analytica       So I use  threema instead of whatsapp Duckduckgo instead of google No facebook Austrian shipping online web platforms Now to the Coronaapp   This saves an anonymous key of another encounter via Bluetooth   currently still through active synchronization  soon also automatically  ultrasound   and yes  the microphone needs that     with a time stamp   The data is stored locally encrypted and is NOT linked to your or the other telephone number   In the event of a suspected case  you will be notified that you yourself could pose a risk to others through a linked contact who became ill  follow  testing  possibly preventive self quarantine          Your Personal ID will not be resolved with a telephone number   That is why I think it is a very sensible measure that does not endanger democracy  compared to Facebook or whatsapp      to install stop corona    Thank you dear Red Cross team      And open source would make it even easier to prove it  That s why only   stars   still  ,"Domain_Specific, Location, Privacy","local, usa, data, manag, measur, manag, synchron, communic, follow, address",0.055555556,Positive,0,,1,0,0,0,1,1,0
209,4/6/20 5:01,1503717224,Stopp Corona,at,1,Denniz :p,1,"Keinerlei Transparenz, dafür viel Misstrauen","Schon bei der Einwilligung der App, sollte man sich eher Gedanken machen.

Vielleicht wurde diese App aus einem guten Zweck erfunden, jedoch sehe ich, und auch sehr viele andere Nutzer, dass so eine App keinerlei Sinn macht. Und wieso sonst sollte man sowas entwickeln lassen.","No transparency at all  but a lot of mistrust. Even with the approval of the app  one should rather worry.

Perhaps this app was invented for a good cause  but I see  and so do many other users  that such an app doesn't make any sense. And why else should you have something like that developed?",de,No transparency at all  but a lot of mistrust  Even with the approval of the app  one should rather worry   Perhaps this app was invented for a good cause  but I see  and so do many other users  that such an app doesn t make any sense  And why else should you have something like that developed ,"Domain_Specific, Emotional, Privacy","worri, transpar, approv",0.115384615,Positive,0,,1,1,0,0,0,1,0
210,4/6/20 4:42,1503717224,Stopp Corona,at,1,iPhoneMartin,1,Überwachung,Schnellstmöglich wieder deinstallieren. Wohin fließen die Daten was passiert mit den Daten nach der Corona Krise? Wer erhält die Daten noch? Also Basti jetzt gehst du zu weit.,Uninstall monitoring as soon as possible. Where does the data go  what happens to the data after the Corona crisis? Who else will receive the data? So Basti now you're going too far.,de,Uninstall monitoring as soon as possible  Where does the data go  what happens to the data after the Corona crisis  Who else will receive the data  So Basti now you re going too far ,"Domain_Specific, Privacy","data, receiv",0.117647059,Negative,0,,1,0,0,0,0,1,0
211,4/5/20 21:53,1503717224,Stopp Corona,at,1,jakobi2000,1,Gut gemeint und bemüht,"... nur damit wäre es das auch schon!

Hatte mich gefreut, dass wir in Österreich so eine App so schnell hinbekommen, trotz vorheriger Zweifel.
Mich gefragt, wie soll das gehen, jetzt nach dem ersten Test wurde sie gleich wieder gelöscht.

Fast niemand wird in öffentlichen Verkehrsmitteln oder Supermarkt fragen „können wir Handshaken“.
Genau dort würde es darauf ankommen!

Ersuche dringend um praxisnahe Überarbeitung!

Bzgl. Datenschutz, so eine App kann nur funktionieren, wenn wir bereit sind für eine von uns selbst bestimmte Zeitspanne ein wenig darauf verzichten. 
Ja, es ist ein Datensupergau, jedoch wer hat wirklich z.B. den Schrittzähler im Handy deaktiviert...

PS: Liebes RK, DANKE FÜR ALL EURE EINSÄTZE","Well-intentioned and endeavored ... just that would be it!

I was happy that we could get such an app so quickly in Austria  despite previous doubts.
Asked me how is that supposed to work  now after the first test it was deleted again immediately.

Almost no one will ask “can we handshake” in public transport or in the supermarket.
That's where it would matter!

Urgently request a practical revision!

Concerning. Data protection  such an app can only work if we are willing to do without it for a period of time that we have determined ourselves.
Yes  it is a data superpower  but who really has e.g. deactivated the pedometer in the mobile phone ...

PS: Dear RK  THANK YOU FOR ALL YOUR WORK",de,Well intentioned and endeavored     just that would be it   I was happy that we could get such an app so quickly in Austria  despite previous doubts  Asked me how is that supposed to work  now after the first test it was deleted again immediately   Almost no one will ask  can we handshake  in public transport or in the supermarket  That s where it would matter   Urgently request a practical revision   Concerning  Data protection  such an app can only work if we are willing to do without it for a period of time that we have determined ourselves  Yes  it is a data superpower  but who really has e g  deactivated the pedometer in the mobile phone      PS  Dear RK  THANK YOU FOR ALL YOUR WORK,"Emotional, Location, Privacy","concern, austria, data, protect",0.06779661,Positive,0,,0,1,0,0,1,1,0
213,4/5/20 19:17,1503717224,Stopp Corona,at,1,Franjoofficial,5,Richtige Maßnahme,Dank der Bundesregierung wird die gesundheitliche Sicherheit zusätzlich digital gefördert!,Right measure Thanks to the federal government  health security is also digitally promoted!,de,Right measure Thanks to the federal government  health security is also digitally promoted ,"Domain_Specific, Privacy","secur, secur, measur",0.3,Positive,0,,1,0,0,0,0,1,0
215,4/5/20 17:18,1503717224,Stopp Corona,at,1,iPirat1,1,Mikrofon Zugriff,"Es wundert mich das Apple diese App aus Verletzung  des Datenschutzes noch nicht aus dem Store rausgeschmissen hat. 
Spyware vom Feinsten und eine fadenscheinige Behauptung der Entwickler warum das Mikro dauerhaft eingeschaltet sein muss🤮🤮🤮🤮","Microphone access I am surprised that Apple has not yet kicked this app out of the store due to a breach of data protection.
Spyware at its finest and a flimsy claim by developers as to why the micro must be on permanently",de,Microphone access I am surprised that Apple has not yet kicked this app out of the store due to a breach of data protection  Spyware at its finest and a flimsy claim by developers as to why the micro must be on permanently,Privacy,"data, protect",0.095238095,Positive,0,,0,0,0,0,0,1,0
