Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Privacy,Socioeconomic,Miscellaneous,,Bug Report,Feature request,User Experience,Other
5 mil de download-_ri din care 4 mil de români botani_ti! Mai merge_i draq cu aplica_ia! Voi nu v_ da_i seama c_ vor datele voastre s_ v_ controleze pe cât mai mul_i! De_teapt_-te române!,1," 5 million downloads, of which 4 million Romanian botanists! Go ahead with the app! You don't realize that they want your data to control as many of you as possible! Wake up Romanians! ",,,,,,,,1,,,,,,,1
"It is a open-source safty application without requesting any of your accurate location, reading your storage, telephone number. It also not tracking your browser on internet by cookies. Any adult with normal cognition should know that it protects your privacy as much as they can. If you insist doubting about your privacy safty. Please uninstall Facebook, Twitter, and stop use Android with Google framework. AOSP based OS is best choice for you.",5,"   It is a open-source safty application without requesting any of your accurate location, reading your storage, telephone number. It also not tracking your browser on internet by cookies. Any adult with normal cognition should know that it protects your privacy as much as they can. If you insist doubting about your privacy safty. Please uninstall Facebook, Twitter, and stop use Android with Google framework. AOSP based OS is best choice for you.  ",,,,,,,,1,,,,,,1,
Once they gave access to the data to the police I uninstalled. If this app tells you to self-isolate and you don't you could technically be found and fined!,1,Once they gave access to the data to the police I uninstalled. If this app tells you to self-isolate and you don't you could technically be found and fined!,,,,,,,,1,,,,,,,1
This app needs too be able to record your location without scanning a QR code - otherwise it's going to be a waste of time.,1,This app needs too be able to record your location without scanning a QR code - otherwise it's going to be a waste of time.,,,,,,,,1,,,,,1,,
Pointless. No requirement to scan and no codes to scan. No recording of GPS locations with time etc.,1,Pointless. No requirement to scan and no codes to scan. No recording of GPS locations with time etc.,,,,,,,,1,,,,,,,1
"I went to sign up and registered my email and password. It said it would send a verification to my email. I switch to my email to collect the code, come back to the app and it wants me to sign up - oops user exists - or log in - oops there's an error. No way to enter the code now and no access! Stupid and frustrating.",1,I went to sign up and registered my email and password. It said it would send a verification to my email. I switch to my email to collect the code  come back to the app and it wants me to sign up - oops user exists - or log in - oops there's an error. No way to enter the code now and no access! Stupid and frustrating.,,,,1,,,,,,,,1,,,
This needs to be pushed as the official app.. effective but limited. Needs a manual log to record locations.,3,This needs to be pushed as the official app.. effective but limited. Needs a manual log to record locations.,,,,,,,1,,,,,,1,,
Annoying that the app only works with the government QR code which is a real rigmarole to print so only limited take up by companies!,3,Annoying that the app only works with the government QR code which is a real rigmarole to print so only limited take up by companies!,,,,1,,,,,,,,,,,1
"This app is totally frustrating, I can't get past the log in as have forgotten password and seem to be unable to change it. I have asked for the code to be resent and it says they are unable to do that. I find the app very off putting.",1,This app is totally frustrating  I can't get past the log in as have forgotten password and seem to be unable to change it. I have asked for the code to be resent and it says they are unable to do that. I find the app very off putting.,,,,1,,,,,,,,1,,,
Continual error messages even though entered correct verification code Totally frustrated.,1,Continual error messages even though entered correct verification code Totally frustrated.,,,,1,,,,,,,,1,,,
"Used to be ok for me, but tried to reset my password recently. Didn't receive any email, nothing in my spam folder either. It does not support older phones with small screens. My partner has a nexus 5x which does not allow her to verify her account, as the ""next button"" step is not visible.",1,"  Used to be ok for me  but tried to reset my password recently. Didn't receive any email  nothing in my spam folder either. It does not support older phones with small screens. My partner has a nexus 5x which does not allow her to verify her account  as the ""next button"" step is not visible. ",,,,,,,,,1,,,1,,1,
I have it and don't use it sorry. Has potential but needs country-wide buy in. For eg to scan into work for me needs yet another QR Reader because my company not using a sanctioned code that this system recognises. Our bank accounts seem to be a good diary/memory jogger of where we have been given most of us have got used to not using cash. There must be some kind of enhancement using location/bluetooth that fulfills personal privacy and country security requirements?,2,I have it and don't use it sorry. Has potential but needs country-wide buy in. For eg to scan into work for me needs yet another QR Reader because my company not using a sanctioned code that this system recognises. Our bank accounts seem to be a good diary/memory jogger of where we have been given most of us have got used to not using cash. There must be some kind of enhancement using location/bluetooth that fulfills personal privacy and country security requirements?,,,,,,,,1,,,,,1,,
The only good thing about this is that it is fairly light on resources. Not well thought out from a user's perspective and what checks are in place to vet people that have access to this data?,1,The only good thing about this is that it is fairly light on resources. Not well thought out from a user's perspective and what checks are in place to vet people that have access to this data?,,,,,,,,1,,,,,,1,
This app is disrespecting peoples privacy delete it now,1,This app is disrespecting peoples privacy delete it now,,,,,,,,1,,,,,,,1
Cant log on as the code has never arrived at email bloody frustrating,1,Cant log on as the code has never arrived at email bloody frustrating,,,,1,,,,,,,,1,,,
I downloaded the app while another colleague downloaded it nearby. I was very shocked to see that his app was pre-populated with all my personal details despite different emails addresses and bluetooth disabled. Total breach of my privacy and I am deleting the app. Absolutely hopeless. Will be laying a formal complaint.,1,I downloaded the app while another colleague downloaded it nearby. I was very shocked to see that his app was pre-populated with all my personal details despite different emails addresses and bluetooth disabled. Total breach of my privacy and I am deleting the app. Absolutely hopeless. Will be laying a formal complaint.,,,,,,,,1,,,,,,,1
Good thought has been put into the privacy aspects. The option to enter address and also to GPS tag locations would greatly improve effectiveness.,3,Good thought has been put into the privacy aspects. The option to enter address and also to GPS tag locations would greatly improve effectiveness.,,,,,,,,1,,,,,,,1
"It took a bit of searching to find it, but downloaded and installed and registered without incident. The elephant in the room: - what about places in the country that don't have QR codes displayed.? I cannot understand why this app doesn't have the ability to track you using GPS. OK, I get that some people are uneasy about an app tracking them all the time but, the obvious solution to this is to make GPS location tracking optional! If you don't want this, turn it off and mess around with QR codes instead! How is an app that records where you are and stores that information on your phone (and only on your phone) any different from an app that requires you to photograph a QR code and stores that on your phone. The only difference I can see is that one does a much better job of keeping track of where you have been and doesn't require you to remember to sign in to each place. So 3 stars - no glaring bugs yet, but it's an app that fails to leverage the fact that there are 24 satellites in orbit dedicated to this very task and virtually every smartphone has support for GPS built in. I think it will ultimately fail to be a useful tool for that reason.",3,It took a bit of searching to find it  but downloaded and installed and registered without incident. The elephant in the room: - what about places in the country that don't have QR codes displayed.? I cannot understand why this app doesn't have the ability to track you using GPS. OK  I get that some people are uneasy about an app tracking them all the time but  the obvious solution to this is to make GPS location tracking optional! If you don't want this  turn it off and mess around with QR codes instead! How is an app that records where you are and stores that information on your phone (and only on your phone) any different from an app that requires you to photograph a QR code and stores that on your phone. The only difference I can see is that one does a much better job of keeping track of where you have been and doesn't require you to remember to sign in to each place. So 3 stars - no glaring bugs yet  but it's an app that fails to leverage the fact that there are 24 satellites in orbit dedicated to this very task and virtually every smartphone has support for GPS built in. I think it will ultimately fail to be a useful tool for that reason.,,,,,,,,1,,,,,,1,
aplikacja w_tpliwa pod wzgl_dem bezpiecze_stwa i niefunkcjonalna,1,security dubious and non-functional app,,,,,,,,1,,,,,,1,
Odinstalowa_!!!!! szpieguje i wy_udza dane dla podmiotów handlowych.,1,Uninstall !!!!! spies on and extorts data for commercial entities.,,,,,,,,1,,,,,,,1
Ludzie którzy pisz_ lub wysy_aj_ filmiki rzekomo _e ta apka nas ludzi szpieguje jest chore.,5,People who write or send videos allegedly that this app spies on us people is sick.,,,,,,,,1,,,,,,,1
Aplikacja wed_ug mnie nie ma sensu. U_ywa jej tylko ~200k osób wi_c ma_o do tego mam w_tpliwo_ci co do prywatno_ci i bezpiecze_stwa aplikacji. I dosy_am szkoku wtedy kiedy z nik_d doda_o si_ co_ na mój telefon bez _adnej mojej ingerencji (google) Czy teraz rz_d b_dzie chcia_ _ledzi_ wszystkich i wszystko?,1," In my opinion, the application does not make sense. Only ~ 200k people use it, so I have little doubts about the privacy and security of the application. And I send a scam when something has been added to my phone from nowhere without any interference from me (google). Will the government now want to track everyone and everything? ",,,,,,,,1,,,,,,,1
Ingilizce oldu_u için pek anlayamıyorum o yüzden Türkçesi gelsin,1,I don't understand much because it is English so let it come in Turkish,,,,,,1,,,,,,,1,,
__ ___ ___ _______ _____ _______,1,Poetry only English after me is not stable,,,,,,1,,,,,,,1,,
"Buggy, cannot set language",1,"   Buggy, cannot set language  ",,,,,,1,,,,,,1,,,
"Zainstalowa_em z ciekawo_ci, bo podobno szpieguj_ i chcia_em zobaczy_, zawsze mo_na w ko_cu odinstalowa_, no ale oni nawet od was nazwiska nie wymagaj_, to jakie szpiegostwo? P_aczecie nad tak_ aplikacj_, a na Facebooku wystawiacie co chwil_ gdzie jeste_cie, zainteresowania, zwi_zki itd. Uspokójcie si_, czemu ka_dy wsz_dzie widzi spisek.",5," I installed it out of curiosity, because they supposedly spy and I wanted to see, you can always uninstall it eventually, but they don't even require your names, what kind of espionage? You cry over such an application, and on Facebook you post every now and then where you are, interests, relationships, etc. Calm down, why everyone sees a conspiracy everywhere. ",,,,,,,,1,,,,,,,1
Wydawanie publicznych pieni_dzy na promowanie w mediach aplikacji potencjalnie posiadaj_cej mas_ telemetrii? Na s_owo instytucji pa_stwowej niestety nie zaufam,1," Spending public money to promote an application with a potential mass of telemetry in the media? Unfortunately, I will not trust the word of a state institution ",,,,,,,,1,,,,,,,1
"Not available in English, not sure what all I signed up for... EDIT: Now available in English! Seems easy and simple to use, hopefully more people start using it.",5,"   Not available in English, not sure what all I signed up for... EDIT: Now available in English! Seems easy and simple to use, hopefully more people start using it.  ",,,,,,1,,,,,,,,,1
"Jak na razie pierwsza rz_dowa aplikacja, która dzia_a jak nale_y. Ludzie, sko_czcie pisa_ o zak_adaniu kaga_ca, bo rz_d ma inne kana_y _ledzenia was, a to jest dla naszego dobra. Jako_ w Korei po_udniowej nie mieli z tym problemu.",5," So far, the first governmental application that works as it should. People, stop writing about wearing a muzzle because the government has other channels to track you, and that's for our own good. Somehow in South Korea they had no problem with that. ",,,,,,,,1,,,,,,,1
"_______ _____ ___ ____ __-__ ______ _____ __ Xiaomi ________ _ 10 ________. ___ _____, ______ ___ ___ _ ____. _______ __ _______ _______. ________ ________ _______ ___ ____, _____ ____-__ _____ _______. _______ __ ____ ___ _ _______ _____ _______ __ ___. ______ _____ ______ ______ __ ________, ________ __ __________ _ 10% __ _______ ___ __________. ____ _ ______ __________ ____, __ _______ __ ___ ___. ______ ____ ___ ______, ______ ______ ______ _ _._. ______ ___ ____ _____ ___________?",1," Developers write that the trouble is due to the dark scheme on a Xiaomi phone with 10 Andrews. That's right, that's how I have it. Thanks for your quick response. I left the description of the problem as it is, maybe it will be useful to someone. I thought about the language because the Poles are very accepted in the state. websites have full texts in Polish, half in English and 10% in Russian or Ukrainian. There is the Ukrainian language in the choice, but there is no nichrome on it. Empty text boxes, empty select lists, etc. Fuck there is a choice of Ukrainian? ",,,,,,1,,,,,,1,,,
W pierwszych wersjach aplikacji do dzia_ania wymagane by_o dost_p do kontaktów mikrofonu i aparatu teraz ju_ nie wiec nie wiem co mam o tym my_le___,3," In the first versions of the application, access to the microphone and camera contacts was required to work, now I do not know what to think ",,,,,,,,1,,,,,,,1
Everyone complaining that there's no English for a Polish app to be used inside Poland .... Maybe learn Polish then.,5,Everyone complaining that there's no English for a Polish app to be used inside Poland .... Maybe learn Polish then.,,,,,,1,,,,,,,,,1
Nie pobierajcie tego! To jest niedopracowane badziewie i podejrzewam _e scam. Pobiera dane wra_liwe i udost_pnia je dalej bez kontroli.,1,Don't download it! This is underdeveloped crap and I suspect a scam. Retrieves sensitive data and makes it available further without control.,,,,,,,,1,,,,,,,1
"___-__ ___ _____ _____, _ __ _________ ______ ___ _______ __________, _ ____. _________ __ ________, _ __ _______ __________.",1," Something it wants a lot, I'm not going to give it so many permissions, and zgod. Answer in Polish, I don't understand English. ",,,,,,1,,1,,,,,1,,
"It's good that you have this app, but could you consider about creating a translation in English?",2,"   It's good that you have this app, but could you consider about creating a translation in English?  ",,,,,,1,,,,,,,1,,
It should have an english version for expats,1,It should have an english version for expats,,,,,,1,,,,,,,1,,
Thank you for the English version and for opening the app to other stores and not only Polish one.,5,Thank you for the English version and for opening the app to other stores and not only Polish one.,,,,,,1,,,,,,,,,1
App is very simple to use as it is available in English language.,5,App is very simple to use as it is available in English language.,,,,,,1,,,,,,,,1,
Apka szpiegowska. _adnych u_ytecznych funkcji. Zbiera tylko Big Data dla autorytarnego rz_du... Nie polecam.,1,Spy app. No useful functions. It only collects Big Data for an authoritarian government ... I don't recommend it.,,,,,,,,1,,,,,,,1
polecam poczyta_ o bezpiecze_stwie i sprawno_ci aplikacj,1,I recommend reading about the safety and efficiency of applications,,,,,,,,1,,,,,,,1
"Aplikacja niebezpieczna, wymaga w__czonego Bluetooth w przestrzeni publicznej, gdzie od dawna jest to niewskazane. Tak w ogóle co z u_ytkownikami Huawei lub z systemem IOS? Nie dajmy si_ podzieli_. Nikomu nie potrzebna aplikacja",1," The application is dangerous, requires Bluetooth turned on in public spaces, where it has long been inadvisable. What about Huawei or IOS users, anyway? Let us not be divided. No one needs an application ",,,,,,,,1,,,,,,,1
"Aplikacja stabilna, w miar_ minimalistyczna i dobrze czytelna. Minusem jest brak zmiany j_zyku aplikacji, oraz brak zezwolenia na wykonanie zrzutu ekranu, b_d_ nagrywania ekranu.",4," The application is stable, relatively minimalistic and easy to read. The downside is the lack of changing the language of the application, and the lack of permission to take a screenshot or record the screen. ",,,,,,1,,,,,,,1,,
"Jestem bardzo zadowolona z aplikacji. Tylko to ""pegi 3"" to znaczy, _e dzieciaki te_ mog_ u_ywa_ aplikacji?",5," I am very pleased with the application. Only this ""pegi 3"" means that kids can also use the app? ",,1,,,,,,,,,,,,,1
"Niezależnie od tego czy aplikacja śledzi użytkowników czy nie, skoro wydaje ją instytucja państwowa kraju Polska należy mieć się na baczności. Należy pamiętać że ministerstwo cyfryzacji podlega pod ministra cyfryzacji, wiadomo do jakiej partii należącego. Bojkotujmy polskie instytucje, skoro nasz kraj szczuje na obywateli",1," Regardless of whether the application tracks users or not, if it is issued by a state institution of Poland, you should be careful. It should be remembered that the ministry of digitization is subject to the minister of digitization, it is known to which party it belongs. Let us boycott Polish institutions, since our country is pissing on citizens ",,,,,,,,1,,,,,,,1
"In Iceland, this is going to be key in winding down the restrictions put in place by Covid-19 Everyone should install it, without exception. Your data is reased every 14 days and can only be accessed with your express permission.",5,In Iceland  this is going to be key in winding down the restrictions put in place by Covid-19 Everyone should install it  without exception. Your data is reased every 14 days and can only be accessed with your express permission.,,,,,,,,1,,,,,,,1
"It is not intrusive for my privacy. All info is locally on my phone and I have to give permission to use it. That I would do because it is more important to keep the virus at bay and save lives then my personal privacy. I do not mind giving up info on my travels if it helps to find possible infected people or let me know if I was near an infected person so I could be quarantined until it is known if I got infected or not so I will not infect others possible even if I don't get symptoms or not. It is not because I am concerned for my own life but I am concerned that I could possibly infect people in “so-called RISK groups” that some seem to think is justifiable to sacrifice because it is too costly or even too inconvenient for those not at risk. Who are these people the “so-called RISK groups” that some think are not worth saving from Covid-19 because it is too costly or inconvenient for so many and justified as dispensable because they are “mostly” elderly or with “underlying conditions”. The so-called RISK groups, sometimes referred to as the vulnerable often “LABELED” as people with ""underlying conditions"" and; That includes; cancer patients, diabetes, hypertension, obesity, people on various immunosuppressant medicines for various reasons such as people that have undergone organ transplant, people with BEHCET'S disease, Crohn's disease or various other common autoimmune diseases that have to take immunosuppressant medicines and people with suppressed immune system for different reasons and group that is mostly mentioned as if that JUSTIFIES not taking radical approach the elderly (senior citizens). That is the group that is mostly mentioned by decision makers as the people with ""underlying conditions"" .",5,"  It is not intrusive for my privacy. All info is locally on my phone and I have to give permission to use it. That I would do because it is more important to keep the virus at bay and save lives then my personal privacy. I do not mind giving up info on my travels if it helps to find possible infected people or let me know if I was near an infected person so I could be quarantined until it is known if I got infected or not so I will not infect others possible even if I don't get symptoms or not. It is not because I am concerned for my own life but I am concerned that I could possibly infect people in “so-called RISK groups” that some seem to think is justifiable to sacrifice because it is too costly or even too inconvenient for those not at risk. Who are these people the “so-called RISK groups” that some think are not worth saving from Covid-19 because it is too costly or inconvenient for so many and justified as dispensable because they are “mostly” elderly or with “underlying conditions”. The so-called RISK groups  sometimes referred to as the vulnerable often “LABELED” as people with ""underlying conditions"" and; That includes; cancer patients  diabetes  hypertension  obesity  people on various immunosuppressant medicines for various reasons such as people that have undergone organ transplant  people with BEHCET'S disease  Crohn's disease or various other common autoimmune diseases that have to take immunosuppressant medicines and people with suppressed immune system for different reasons and group that is mostly mentioned as if that JUSTIFIES not taking radical approach the elderly (senior citizens). That is the group that is mostly mentioned by decision makers as the people with ""underlying conditions"" . ",,,,,,,,1,,,,,,,1
"2 flokkar undir notifications sem heita covid-19. Kemur notifications oft á klst ""vel gert hluti af smitrakningarteymi"" væntablega alltaf _egar uppfæriat sta_setning. Komi_ me_ uppl_singar hva_a notifications má slökkva á til a_ losna vi_ _etta spam en samt fá tilkynningu frá smitrakningarteymi til a_ fá leyfi til a_ nota uppl_singarnar okkar. Setti _etta upp hjá krökkunum líka, _a_ _yrfti a_ vera fídus til a_ bæta vi_ ö_ru símanúmeri fyrir forrá_amann ef krakkinn slekkur á notification.",3,"2 categories under notifications called covid-19. Notifications often arrive at the hourly ""well done part of the infection control team"" expected whenever the updated location. Provide information on what notifications can be turned off to get rid of this spam but still get a notification from the infection control team to get permission to use our information. Set this up for the kids too  there would have to be a trick to add another phone number for the guardian if the kid turns off notification.",,,,,,,,1,,,,,,1,
"It is not intrusive for my privacy. All info is locally on my phone and I have to give permission to use it. That I would do because it is more important to keep the virus at bay and save lives then my personal privacy. I do not mind giving up info on my travels if it helps to find possible infected people or let me know if I was near an infected person so I could be quarantined until it is known if I got infected or not so I will not infect others possible even if I don't get symptoms or not. It is not because I am concerned for my own life but I am concerned that I could possibly infect people in “so-called RISK groups” that some seem to think is justifiable to sacrifice because it is too costly or even too inconvenient for those not at risk. Who are these people the “so-called RISK groups” that some think are not worth saving from Covid-19 because it is too costly or inconvenient for so many and justified as dispensable because they are “mostly” elderly or with “underlying conditions”. The so-called RISK groups, sometimes referred to as the vulnerable often “LABELED” as people with ""underlying conditions"" and; That includes; cancer patients, diabetes, hypertension, obesity, people on various immunosuppressant medicines for various reasons such as people that have undergone organ transplant, people with BEHCET'S disease, Crohn's disease or various other common autoimmune diseases that have to take immunosuppressant medicines and people with suppressed immune system for different reasons and group that is mostly mentioned as if that JUSTIFIES not taking radical approach the elderly (senior citizens). That is the group that is mostly mentioned by decision makers as the people with ""underlying conditions"" .",5,"  It is not intrusive for my privacy. All info is locally on my phone and I have to give permission to use it. That I would do because it is more important to keep the virus at bay and save lives then my personal privacy. I do not mind giving up info on my travels if it helps to find possible infected people or let me know if I was near an infected person so I could be quarantined until it is known if I got infected or not so I will not infect others possible even if I don't get symptoms or not. It is not because I am concerned for my own life but I am concerned that I could possibly infect people in “so-called RISK groups” that some seem to think is justifiable to sacrifice because it is too costly or even too inconvenient for those not at risk. Who are these people the “so-called RISK groups” that some think are not worth saving from Covid-19 because it is too costly or inconvenient for so many and justified as dispensable because they are “mostly” elderly or with “underlying conditions”. The so-called RISK groups  sometimes referred to as the vulnerable often “LABELED” as people with ""underlying conditions"" and; That includes; cancer patients  diabetes  hypertension  obesity  people on various immunosuppressant medicines for various reasons such as people that have undergone organ transplant  people with BEHCET'S disease  Crohn's disease or various other common autoimmune diseases that have to take immunosuppressant medicines and people with suppressed immune system for different reasons and group that is mostly mentioned as if that JUSTIFIES not taking radical approach the elderly (senior citizens). That is the group that is mostly mentioned by decision makers as the people with ""underlying conditions"" . ",,,,,,,,1,,,,,,1,
"It is not intrusive for my privacy. All info is locally on my phone and I have to give permission to use it. That I would do because it is more important to keep the virus at bay and save lives then my personal privacy. I do not mind giving up info on my travels if it helps to find possible infected people or let me know if I was near an infected person so I could be quarantined until it is known if I got infected or not so I will not infect others possible even if I don't get symptoms or not. It is not because I am concerned for my own life but I am concerned that I could possibly infect people in “so-called RISK groups” that some seem to think is justifiable to sacrifice because it is too costly or even too inconvenient for those not at risk. Who are these people the “so-called RISK groups” that some think are not worth saving from Covid-19 because it is too costly or inconvenient for so many and justified as dispensable because they are “mostly” elderly or with “underlying conditions”. The so-called RISK groups, sometimes referred to as the vulnerable often “LABELED” as people with ""underlying conditions"" and; That includes; cancer patients, diabetes, hypertension, obesity, people on various immunosuppressant medicines for various reasons such as people that have undergone organ transplant, people with BEHCET'S disease, Crohn's disease or various other common autoimmune diseases that have to take immunosuppressant medicines and people with suppressed immune system for different reasons and group that is mostly mentioned as if that JUSTIFIES not taking radical approach the elderly (senior citizens). That is the group that is mostly mentioned by decision makers as the people with ""underlying conditions"" .",5,"  It is not intrusive for my privacy. All info is locally on my phone and I have to give permission to use it. That I would do because it is more important to keep the virus at bay and save lives then my personal privacy. I do not mind giving up info on my travels if it helps to find possible infected people or let me know if I was near an infected person so I could be quarantined until it is known if I got infected or not so I will not infect others possible even if I don't get symptoms or not. It is not because I am concerned for my own life but I am concerned that I could possibly infect people in “so-called RISK groups” that some seem to think is justifiable to sacrifice because it is too costly or even too inconvenient for those not at risk. Who are these people the “so-called RISK groups” that some think are not worth saving from Covid-19 because it is too costly or inconvenient for so many and justified as dispensable because they are “mostly” elderly or with “underlying conditions”. The so-called RISK groups  sometimes referred to as the vulnerable often “LABELED” as people with ""underlying conditions"" and; That includes; cancer patients  diabetes  hypertension  obesity  people on various immunosuppressant medicines for various reasons such as people that have undergone organ transplant  people with BEHCET'S disease  Crohn's disease or various other common autoimmune diseases that have to take immunosuppressant medicines and people with suppressed immune system for different reasons and group that is mostly mentioned as if that JUSTIFIES not taking radical approach the elderly (senior citizens). That is the group that is mostly mentioned by decision makers as the people with ""underlying conditions"" . ",,,,,,,,1,,,,,,,1
"Very bad connection issues. At times only work with wifi, at others only work with mobile data . Very annoying",1,"   Very bad connection issues. At times only work with wifi, at others only work with mobile data . Very annoying  ",,,,1,,,,,,,,1,,,
As i proceeded to register as soon as i reached my home in fahaheel it still shows me that i am on airport road number 51. There is no helpline number or any option to update location.,3,As i proceeded to register as soon as i reached my home in fahaheel it still shows me that i am on airport road number 51. There is no helpline number or any option to update location.,,,,,,,1,,,,,,,1,
You can't change app language after registration. The option is not enabled.,4,You can't change app language after registration. The option is not enabled.,,,,,,1,,,,,,,,1,
___ ____ _______ ____ ___ ___ ______ ____ __________ _____ __ ______ __ _____ ___ ____ _____ ___ _____ ____ ____ ____ _______ . _______ ____ . ____ __ _______ ________ ___ ______ ____ _____ _____ !!!!!!,1," I downloaded the application and he asked me for pictures that show me a message in English, meaning that the picture is not acceptable. What is the solution? The filing failed. And the last thing, they held us responsible for the Mafot program, unfortunately, Yazin !!!!!! ",,,,,,1,,,,,,1,,,
No option to reset personal information when registering. Tried contacting the number provided but no answer. Folks calling from international locations have been wasting money on international calling charges after spending significant time waiting for an answer. And no contact via email or an accurate number is given to contact.,1,No option to reset personal information when registering. Tried contacting the number provided but no answer. Folks calling from international locations have been wasting money on international calling charges after spending significant time waiting for an answer. And no contact via email or an accurate number is given to contact.,,,,,,,1,,,,,,,1,
You can't change app language after registration. The option is not enabled.,4,You can't change app language after registration. The option is not enabled.,,,,,,1,,,,,,,,1,
"The application doesn't work! Ever since I arrived today at 7 am, I instantly installed and activated the application, I keep getting notifications that I should check in, however, when I go to heck in, I'm faced with this statement ""No check in is required currently"" additional the tracking doesn't seem to work even though I gave the application full access to my location all the time. This is rather disappointing and worrying as I keep getting these warning and I can't do anything about it.",1,"   The application doesn't work! Ever since I arrived today at 7 am, I instantly installed and activated the application, I keep getting notifications that I should check in, however, when I go to heck in, I'm faced with this statement ""No check in is required currently"" additional the tracking doesn't seem to work even though I gave the application full access to my location all the time. This is rather disappointing and worrying as I keep getting these warning and I can't do anything about it.  ",,,,1,,,,,,,,1,,,
"virker ikke på Android uden du aktiverer google's placering, gps og bluetooth - ret håbløst...",1,does not work on Android without activating google's location  gps and bluetooth - quite hopeless ...,,,,,,,,1,,,,,,,1
"No source code available, do not trust it. Open source software ensures the validity and security of the app by allowing independent review, inspection and oversight, and is further more recommended by the eHealth community and WHO. If the app is vulnerable, showing the source code does not change that vulnerability, nor does it stop anyone for exploiting it, rather it stops all the open source developers from finding and solving the issue.",1,No source code available  do not trust it. Open source software ensures the validity and security of the app by allowing independent review  inspection and oversight  and is further more recommended by the eHealth community and WHO. If the app is vulnerable  showing the source code does not change that vulnerability  nor does it stop anyone for exploiting it  rather it stops all the open source developers from finding and solving the issue.,,,,,,,,1,,,,,,,1
Er skeptisk stoler ikke på staten og dette vil nok bare blive brugt til at udspionere på os men jeg tager chancen fordi min familie skal være sikker husk dette minder mig om Kina fordi den har adgang til placering og meget andet,3,Am skeptical do not trust the state and this will probably just be used to spy on us but I take the chance because my family must be safe remember this reminds me of China because it has access to location and much more,,,,,,,,1,,,,,,,1
"Det bliver et problem i længden at den kræver at GPS'en er tændt - det kan godt være at den ikke bruger GPS'en, men hvis GPS'en skal være tændt, så er det lige meget... Jeg ville ønske at man kunne nøjes med at tænde for Bluetooth",4,It will be a problem in the long run that it requires the GPS to be turned on - it may not use the GPS  but if the GPS is to be turned on  it does not matter ... I would like you to could just turn on Bluetooth,,,,,,,,1,,,,,1,,
Flere er utilfredse pga GPS-sporing. Men det er ikke korrekt. GPS kræves IKKE. Og GPS tilladelse er ikke aktiveret. Har selv checket det på min mobil.,5,Several are dissatisfied due to GPS tracking. But that is not correct. GPS is NOT required. And GPS permission is not activated. Have even checked it on my mobile.,,,,,,,,1,,,,,,1,
Kommer aldrig til at bruge den app. Den er jo ikke 100% sikker. Bluetooth er jo ikke sikker. Men det ved i jo godt.,1,Will never use that app. It is not 100% safe. Bluetooth is not secure. But you know that.,,,,,,,,1,,,,,,,1
"Synes ikke at appen opretholder det der bliver lovet mht. At det kun er Bluetooth der skal bruges. Bliver ved med at få en pop-up med, at jeg skal slå min lokation til på telefonen, hvilket gør mig ekstra skeptisk og holder mig endnu mere tilbage på at frigive informationerne mht den del om jeg er testet positivt eller ej vha. NemID. forhåbentlig bliver dette fikset, men tager det for lang tid, bliver appen irrelevant.",2,It does not seem that the app maintains what is promised in terms of only Bluetooth being used. I keep getting a pop-up that I have to turn on my location on the phone  which makes me extra skeptical and keeps me even more reluctant to release the information regarding the part whether I have tested positive or not using NemID. hopefully this gets fixed but if it takes too long  the app will become irrelevant.,,,,,,,,1,,,,,,1,
Flere er utilfredse pga GPS-sporing. Men det er ikke korrekt. GPS kræves IKKE. Og GPS tilladelse er ikke aktiveret. Har selv checket det på min mobil.,5,Several are dissatisfied due to GPS tracking. But that is not correct. GPS is NOT required. And GPS permission is not activated. Have even checked it on my mobile.,,,,,,,,1,,,,,,,1
"I udelukker alle uden Nem id, som oftest er ældre og særligt sårbare, hvilket jeg er ked af, da det blandt andet udelukker mig i brugen af den.",1,You exclude everyone without EasyID  which is usually older and particularly vulnerable  which I am sorry for  as it excludes me from using it  among other things.,,1,,,,,,,,,,,,,1
"Meget simpel to-the-point app. Bad kun om adgang til exposure notification, og ikke kamera, lager, gps eller hvad ved jeg.",5,Very simple to-the-point app. Asked only for access to exposure notification  and not camera  storage  gps or whatever I know.,,,,,,,,1,,,,,,1,
"Er helt tryg vedr. sikkerheden og privatlivet med denne app efter at have gennemlæst funktionaliteten.Edit:Har nu kørt uafbrudt 3 døgn, meget lidt strøm forbrugt og kun ca. 42 KB data.Fint!",5,Is completely confident about. security and privacy with this app after reading the functionality.Edit: Has now run uninterrupted 3 days  very little power consumed and only approx. 42 KB data.Fint!,,,,,,,,1,,,,,,1,
"Appens behov for både tændt lokation og Bluetooth dræner mit batteri. Formålet med appen virker uklart, måske fordi det virker usandsynligt, at appen vil finde andre smittede, både fordi smitten ikke er særlig udbredt i øjeblikket, men også fordi den baserer sig på at andre og jeg selv vil slå lokation og Bluetooth til, og at vi vil registrere det, hvis vi bliver testet positive.",2,The app's need for both on location and Bluetooth drains my battery. The purpose of the app seems unclear  perhaps because it seems unlikely that the app will find other infected  both because the infection is not very widespread at the moment  but also because it is based on others and myself wanting to turn on location and Bluetooth  and that we will detect it if we are tested positive.,,,,,,,,1,,,,,,1,
