Title,Review,Rating,Translation,,Age,Disability,Emotional,Gender,Language,Location,Socioeconomic,Privacy,Miscellaneous,,Bug Report,Feature Request,User Experience,Other
Immuni,"Non sono un programmatore, quindi non saprei se immuni funzioni o meno. È lì che gira in background. Nessun allarme finora. Lasciamo i nostri dati personali per tutto e a tutti (es. fidelity cards...) non vedo perché dovrei impuntarmi proprio per questa app.
Insieme e uniti si vince. Da soli e disuniti siamo destinati al fallimento. E non solo per il Covid.",5,"Immune I'm not a programmer  so I don't know if immune works or not. That's where it runs in the background. No alarm so far. We leave our personal data for everything and everyone (eg fidelity cards ...) I don't see why I should stick to this app.
Together and united we win. Alone and disunited we are doomed to failure. And not just for Covid.",,,,,,,,,1,,,,,,1
Non è scaricabile per alcuni modelli di iPhone.,"Immuni è scaricabile solo con sistemi operativi aggiornati alla versione 13.5.1, ma chi possiede un iPhone 5 o 6 non può aggiornare a questa versione perché non supportata. Quindi non può scaricare immuni. Per cui pur volendo contribuire all’obiettivo sociale che questa app si è preposta, materialmente non si è in grado di farlo a meno di acquistare un altro cellulare di modello superiore! Ma vi sembra il caso?",2,It is not downloadable for some iPhone models. Immuni can only be downloaded with operating systems updated to version 13.5.1  but those who own an iPhone 5 or 6 cannot update to this version because it is not supported. So it cannot download immune. So even if you want to contribute to the social goal that this app has set itself  you are not physically able to do so unless you buy another superior model mobile phone! But does this seem the case?,,,,,,,,1,,,,,,,1
Solo per iOS 13,Se si voleva estendere il più possibile l’utilizzo della app non si doveva confinare tutte le persone che non hanno modelli IOS recenti.,2,Only for iOS 13 If you wanted to extend the use of the app as much as possible  you shouldn't have to confine all people who do not have recent IOS models.,,,,,,,,1,,,,,,,1
Ben fatta,"Facebook e google vi tracciano pure i peli e vi preoccupate per un app utile come questa?
Non usa gps e non accede a rubrica o altre info.",5,"Well done Facebook and google also track your hair and do you worry about a useful app like this?
It does not use GPS and does not access the address book or other info.",,,,,,,,,1,,,,,,1
Language issue,"I live in bangkok but i cant read thai, this app is only in Thai. What about the people who dont read and write thai?",1,"  Language issue I live in bangkok but i cant read thai, this app is only in Thai. What about the people who dont read and write thai?  ",,,,,,1,,,,,,,,,1
hallo,the english version does not exist,3,hallo the english version does not exist,,,,,,1,,,,,,,,,1
very basic,"very basic features. just 2 suggestions:
 - outline your data privacy clearly
 - provide an English version",1,"  very basic very basic features. just 2 suggestions:
 - outline your data privacy clearly
 - provide an English version  ",,,,,,1,,,1,,,,1,,
Need a lot personal info,App want a lot of permissions and doesn’t show that app can protect my personal information.,1,Need a lot personal info App want a lot of permissions and doesn’t show that app can protect my personal information.,,,,,,,,,1,,,,,,1
For anyone who want English mode,You can change by go to the bottom right menu then select the last choice for switching languages.,5,For anyone who want English mode You can change by go to the bottom right menu then select the last choice for switching languages.,,,,,,1,,,,,,,,,1
Need a lot personal info,App want a lot of permissions and doesn’t show that app can protect my personal information.,1,Need a lot personal info App want a lot of permissions and doesn’t show that app can protect my personal information.,,,,,,,,,1,,,,,,1
No English,English please,2,No English English please,,,,,,1,,,,,,,1,,
Not sure of efficacy,"Had an alert to tell me of a contact but it disappeared before I could read it properly.... couldn’t get  the message again, a bit pointless if you can’t read the alerts. Also hubby went to higher risk area from normal postcode and it didn’t recognise the travel change",2,"  Not sure of efficacy Had an alert to tell me of a contact but it disappeared before I could read it properly.... couldn’t get  the message again, a bit pointless if you can’t read the alerts. Also hubby went to higher risk area from normal postcode and it didn’t recognise the travel change  ",,,,,,,1,,,,,,,,1
App.,"This App does not track my movements automatically. I travel all over the country for a living, yet the app status still thinks I’m in NP8 all day. When I tap on the message prompt the status is not up to date. It doesn’t tell me if I leave a high risk area to a low risk area.",3,"  App. This App does not track my movements automatically. I travel all over the country for a living, yet the app status still thinks I’m in NP8 all day. When I tap on the message prompt the status is not up to date. It doesn’t tell me if I leave a high risk area to a low risk area.  ",,,,,,,1,,,,,,,,1
Too little too late,It is very disappointing to have a UK tracking application only available for iOS 13.5 only (a lot of devices can’t support it so you are excluding a significant part of the community from the tracking) and the app is only in very restricted test mode 6 months after the start of the pandemic. A big waste of public money for a useless app across the UK while other countries in Europe have up and running tracking apps since late spring!,1,Too little too late It is very disappointing to have a UK tracking application only available for iOS 13.5 only (a lot of devices can’t support it so you are excluding a significant part of the community from the tracking) and the app is only in very restricted test mode 6 months after the start of the pandemic. A big waste of public money for a useless app across the UK while other countries in Europe have up and running tracking apps since late spring!,,,,,,,,1,,,,,,1,
Doesn’t work and police can track you,Does t work and have now deleated as police have access to data,1,Doesn’t work and police can track you Does t work and have now deleated as police have access to data,,,,,,,,,1,,,,,,1
Location info,I’m shocked as to why this app doesn’t give you a history of all the venues you’ve checked in at with dates and times to allow more specific info especially if you’re notified of a case linked to a place you’ve visited!,3,Location info I’m shocked as to why this app doesn’t give you a history of all the venues you’ve checked in at with dates and times to allow more specific info especially if you’re notified of a case linked to a place you’ve visited!,,,,,,,1,,,,,,,,1
Shameful,DONT DOWNLOAD ITS IS USED TO SPY ON YOU AND FOLLOW YOUR EVERY STEP,1,Shameful DONT DOWNLOAD ITS IS USED TO SPY ON YOU AND FOLLOW YOUR EVERY STEP,,,,,,,,,1,,,,,,1
‘Track and Trace’ is lithe worst title for an app,"It’s a great app. Easy to set up and the information is displayed in a way that’s clear to understand. 
They would have gotten a lot more users if the government and media stopped using the term ‘Track and Trace’. 
So out of touch some of them and people are discouraged from downloading something that they think will reveal their personal data. 
The public information advert for this app should make it absolutely clear that the app doesn’t track or trace them personally and upload their data to James Bonds personal laptop.",5,"  ‘Track and Trace’ is lithe worst title for an app It’s a great app. Easy to set up and the information is displayed in a way that’s clear to understand. 
They would have gotten a lot more users if the government and media stopped using the term ‘Track and Trace’. 
So out of touch some of them and people are discouraged from downloading something that they think will reveal their personal data. 
The public information advert for this app should make it absolutely clear that the app doesn’t track or trace them personally and upload their data to James Bonds personal laptop.  ",,,,,,,,,1,,,,,,1
Alarming fake alerts,I have the most updated version and still receive a panic inducing possible exposure notification everyday along side another notification saying everything is fine. This is distressing and I need this fixed or I‚Äôll have to delete the app.,1,Alarming fake alerts I have the most updated version and still receive a panic inducing possible exposure notification everyday along side another notification saying everything is fine. This is distressing and I need this fixed or I‚Äôll have to delete the app.,,,,1,,,,,,,,,,1,
"Good potential, poor execution","App itself functions OK. 

However have found only 1% of places I visit have the NZCovidTracer QR code printed &amp; on display. There is no ability to manually add a location that does not have a QR code. 

As a result this app is useless &amp; will likely delete. Poor execution, I’m afraid. 

You either need buy in by NZ wide business, or an ability of users to fill in gaps manually.

It would also be good to be able to review own movement history, so gaps can be filled in.",1," Good potential  poor execution App itself functions OK. 

However have found only 1% of places I visit have the NZCovidTracer QR code printed &amp; on display. There is no ability to manually add a location that does not have a QR code. 

As a result this app is useless &amp; will likely delete. Poor execution  I’m afraid. 

You either need buy in by NZ wide business  or an ability of users to fill in gaps manually.

It would also be good to be able to review own movement history  so gaps can be filled in. ",,,,,,,1,,,,,,1,,
Useless,"Where’s the Bluetooth option? New Zealand needs to move away from this mentality of “doing it differently” and “world leaders”. Do what others are doing, so we can unite. Stop being difficult! If I line up at an ATM, how can I contract trace? The Bluetooth option is about proximity, not checking in to set locations. All the locations which I have been to, use QR code’s. Guess what, they aren’t the government app ones. They are all in-house. Business clearly don’t trust the government to be transparent, so they make and keep their own records. But it is annoying, going to each location, scan a code and then enter your details each time. Whereas, if you showed you have a Bluetooth enabled app, with contact tracing on it, that’s it. Because it automatically collects from people you walk past, stand next too etc. I have been to the supermarket only to have people leave the line and go elsewhere. If they are sick, and made others sick, how could you track them down?

Ministry of health, please, get it together. Stop thinking because we are “New Zealand” we have to do something differently. Because you have dropped the ball, big time. You had five weeks to make an app, and you done nothing. Apple and google teamed together to make a cross platform integration possible, and you do a stupid QR code scanning option, which I haven’t even been able to use. Rethink your strategy and get your head out of the clouds. Stop wasting our time and money on these fruitless endeavours! You are pid as civil servants. Do your job!",1," Useless Where’s the Bluetooth option? New Zealand needs to move away from this mentality of “doing it differently” and “world leaders”. Do what others are doing  so we can unite. Stop being difficult! If I line up at an ATM  how can I contract trace? The Bluetooth option is about proximity  not checking in to set locations. All the locations which I have been to  use QR code’s. Guess what  they aren’t the government app ones. They are all in-house. Business clearly don’t trust the government to be transparent  so they make and keep their own records. But it is annoying  going to each location  scan a code and then enter your details each time. Whereas  if you showed you have a Bluetooth enabled app  with contact tracing on it  that’s it. Because it automatically collects from people you walk past  stand next too etc. I have been to the supermarket only to have people leave the line and go elsewhere. If they are sick  and made others sick  how could you track them down?

Ministry of health  please  get it together. Stop thinking because we are “New Zealand” we have to do something differently. Because you have dropped the ball  big time. You had five weeks to make an app  and you done nothing. Apple and google teamed together to make a cross platform integration possible  and you do a stupid QR code scanning option  which I haven’t even been able to use. Rethink your strategy and get your head out of the clouds. Stop wasting our time and money on these fruitless endeavours! You are pid as civil servants. Do your job! ",,,,,,,,,1,,,,1,,
Weak on features?,Where is the Bluetooth proximity tracing to warn me about people that may have been near me with the virus. Where is the automated use of my location GPS details? Where is the approach on a common QR code api with other NZ location entry tracking apps. Did you not look at what other countries did? The government has done a great job to date but this was a backward step.,1,Weak on features? Where is the Bluetooth proximity tracing to warn me about people that may have been near me with the virus. Where is the automated use of my location GPS details? Where is the approach on a common QR code api with other NZ location entry tracking apps. Did you not look at what other countries did? The government has done a great job to date but this was a backward step.,,,,,,,,,1,,,,1,,
Password min 10 characters,"Your minimum password requirement has 800 quintillion different possibly combinations at the minimum length excluding symbols. Now I assume the password allows symbols and you can have more than 10 characters. What sort of outrageously confidential data could this be storing that it needs to prevent hacking so bad? Tempted to not even make an account on the sheer fact that a min 10 character requirement is ridiculous, and just take my chances with another level 4 lockdown.",1,Password min 10 characters Your minimum password requirement has 800 quintillion different possibly combinations at the minimum length excluding symbols. Now I assume the password allows symbols and you can have more than 10 characters. What sort of outrageously confidential data could this be storing that it needs to prevent hacking so bad? Tempted to not even make an account on the sheer fact that a min 10 character requirement is ridiculous  and just take my chances with another level 4 lockdown.,,,,,,,,,1,,,,,1,
Hopeless - needs more testing,"This app failed at the first hurdle. In IOS 13.6 if you take the focus away to get the number from the confirmation email there is no keyboard to enter the number into the app when you return. The safety of 5 million is at stake here...

Update. I range the support centre. After 20 minutes on hold the answer is that the disappearance of the keyboard is a known problem. The work around is to reset your iPhone (!). Best wait for the developer to roll out an update. Any day soon.",1," Hopeless - needs more testing This app failed at the first hurdle. In IOS 13.6 if you take the focus away to get the number from the confirmation email there is no keyboard to enter the number into the app when you return. The safety of 5 million is at stake here...

Update. I range the support centre. After 20 minutes on hold the answer is that the disappearance of the keyboard is a known problem. The work around is to reset your iPhone (!). Best wait for the developer to roll out an update. Any day soon. ",,,,,,,,,1,,,,,1,
Cool,Does the job! But needs ability to manually enter location where barcodes are not supplied,4,Cool Does the job! But needs ability to manually enter location where barcodes are not supplied,,,,,,,1,,,,,,1,,
Great V1 App,Really helpful little app. I love the privacy preserving focus.,5,Great V1 App Really helpful little app. I love the privacy preserving focus.,,,,,,,,,1,,,,,,1
Great V1 App,Really helpful little app. I love the privacy preserving focus.,5,Great V1 App Really helpful little app. I love the privacy preserving focus.,,,,,,,,,1,,,,,,1
Password min 10 characters,"Your minimum password requirement has 800 quintillion different possibly combinations at the minimum length excluding symbols. Now I assume the password allows symbols and you can have more than 10 characters. What sort of outrageously confidential data could this be storing that it needs to prevent hacking so bad? Tempted to not even make an account on the sheer fact that a min 10 character requirement is ridiculous, and just take my chances with another level 4 lockdown.",1,Password min 10 characters Your minimum password requirement has 800 quintillion different possibly combinations at the minimum length excluding symbols. Now I assume the password allows symbols and you can have more than 10 characters. What sort of outrageously confidential data could this be storing that it needs to prevent hacking so bad? Tempted to not even make an account on the sheer fact that a min 10 character requirement is ridiculous  and just take my chances with another level 4 lockdown.,,,,,,,,,1,,,,,1,
Latest update STILL lacking password manager support,"Again, still doesn’t work with Apple’s password manager. People have a hard enough time trusting the government, so please update the app to allow the native password manager on iOS randomly generate a password. Mainly so the conspiracy theorists can no longer latch on to the narrative that the government is “intentionally” leaving this feature out so that they can collect people’s email and passwords. Will keep waiting till the next update...",1,Latest update STILL lacking password manager support Again  still doesn’t work with Apple’s password manager. People have a hard enough time trusting the government  so please update the app to allow the native password manager on iOS randomly generate a password. Mainly so the conspiracy theorists can no longer latch on to the narrative that the government is “intentionally” leaving this feature out so that they can collect people’s email and passwords. Will keep waiting till the next update...,,,,,,,,,1,,,,1,,
darn gubmint can now track my location,"Nah for real little things like this from the moh feel really well received

Works great, easy to scan locations idk if I’m missing something but there’s no sign out button like some of the other apps",5," darn gubmint can now track my location Nah for real little things like this from the moh feel really well received

Works great  easy to scan locations idk if I’m missing something but there’s no sign out button like some of the other apps ",,,,,,,,,1,,,,1,,
Rippl is a better bet,"Ok app but compared to Rippl just not there yet - ease of access, less privacy issues",2,Rippl is a better bet Ok app but compared to Rippl just not there yet - ease of access  less privacy issues,,,,,,,,,1,,,,,1,
Ka pai,"Hey,
Good on you for getting out an app so quickly under such time and privacy constraints, across two device platforms. 

I‚Äôm not personally 100% keen on the email and password data being hosted in Sydney on an AWS server, especially in a govt project, but as you‚Äôve gone to the trouble of ensuring other data is both optional and locally kept, it‚Äôs an ease of implementation sacrifice I‚Äôll live with.
 
Congratulations to this team, and I hope all of you get to stay home - and maybe enjoy a bit of a well-earned break!",5," Ka pai Hey 
Good on you for getting out an app so quickly under such time and privacy constraints  across two device platforms. 

I‚Äôm not personally 100% keen on the email and password data being hosted in Sydney on an AWS server  especially in a govt project  but as you‚Äôve gone to the trouble of ensuring other data is both optional and locally kept  it‚Äôs an ease of implementation sacrifice I‚Äôll live with.
 
Congratulations to this team  and I hope all of you get to stay home - and maybe enjoy a bit of a well-earned break! ",,,,,,,,,1,,,,,,1
Disappointed,Very few businesses currently are displaying the QR app. If a code is displayed it‚Äôs hard to find. Sometimes it is a different qr which will not work. A very weak app.,1,Disappointed Very few businesses currently are displaying the QR app. If a code is displayed it‚Äôs hard to find. Sometimes it is a different qr which will not work. A very weak app.,,,,1,,,,,,,,,,,1
Needs manual input,"Seems a good start. But really needs a section to input your movements manually, if they want a true record of your movements. Went to catch the train today, and no sign of a QR code.... which is the only way to get your movements into the app.",4,Needs manual input Seems a good start. But really needs a section to input your movements manually  if they want a true record of your movements. Went to catch the train today  and no sign of a QR code.... which is the only way to get your movements into the app.,,,,,,,,,1,,,,,,1
Not private at all,"Read the Privacy Policy. 

They take your privacy very seriously but will share your IP address and history with other government agencies without specifying which agencies and under which conditions. 

That completely undermines any confidence in what is happening here. Also where is the data actually stored? In one place it says it is stored on the device and in other places says it is stored on government servers. Which is it or is it both? This detail is what makes and breaks confidence and trust. 

How did this app get released with such a woolly take on privacy in this day and age?

I have installed it and after this review will uninstall it. 

Shame, this could have been useful.",1," Not private at all Read the Privacy Policy. 

They take your privacy very seriously but will share your IP address and history with other government agencies without specifying which agencies and under which conditions. 

That completely undermines any confidence in what is happening here. Also where is the data actually stored? In one place it says it is stored on the device and in other places says it is stored on government servers. Which is it or is it both? This detail is what makes and breaks confidence and trust. 

How did this app get released with such a woolly take on privacy in this day and age?

I have installed it and after this review will uninstall it. 

Shame  this could have been useful. ",,,,,,,,,1,,,,,,1
Tragedia,Radz_ si_ zastanowi_ przed zainstalowaniem do kogo trafi_ nasze dane osobowe wysy_ane t_ aplikacj_,1,A tragedy I advise you to think about who will receive our personal data sent by this application before installing it,,,,,,,,,1,,,,,,1
Nie instalujcie tego,B_d_ widzie_ wasz_ lokalizacje,1,Don't install it. They'll see your location,,,,,,,,,1,,,,,,1
Not for foreigners,"Like polish app always in polish only! 
I think when you expend 1 million zloty for the app it should be good to add some zloty to have it in English !",3,"  Not for foreigners Like polish app always in polish only! 
I think when you expend 1 million zloty for the app it should be good to add some zloty to have it in English !  ",,,,,,1,,,,,,,1,,
Prywatnosc,"Z ca_ym szacunkiem do pandemii, ale trzeba mie_ równie_ na uwadze bezpiecze_stwo swoich danych. Pobierasz i u_ywasz na w_asne ryzyko, tego nikt nie doda_ w opisie aplikacji. I nie chodzi tu o to _e musisz by_ dealerem u_ywek, lub gangsterem w bia_ych r_kawiczkach aby nie da_ si_ _ledzi_. Nikt nie zapewni Ci_ w 100% _e dane nie zostan_ przechwycone przez hakerów którzy z Twoimi danymi co zrobi_. Mo_esz skrytykowa_ to co napisa_em, ale gdy w przysz_o_ci dotknie Ci_ co_ takiego, zrozumiesz o co w tym chodzi.",1," Privacy With all due respect to the pandemic, but you must also be mindful of the security of your data. You download and use it at your own risk, nobody added it in the description of the application. And it's not that you have to be a drug dealer or a white-gloved gangster to stay tracked. Nobody can guarantee you 100% that your data will not be intercepted by hackers who will what to do with your data. You can criticize what I have written, but when you experience something like this in the future, you will understand what it is all about. ",,,,,,,,,1,,,,,,1
Prosto i przejrzy_cie,"Wszystko dzia_a.
Po ca_ym zamieszaniu z poprzedni_ wersj_ przyda_oby si_ na ekranie powitalnym opisa_ jak to dzia_a i dlaczego dane s_ anonimowe.
Ocena ryzyka jest zupe_nie niepotrzebna w tej aplikacji. 

wiele osób nadal wierzy, _e zostanie im wszczepiony czip który b_dzie sterowa_ ich _yciem.",5," Simple and clear Everything works.
After all the confusion with the previous version, it would do well to describe in the splash screen how it works and why the data is anonymous.
Risk assessment is completely unnecessary in this application.

many people still believe that they will be implanted with a chip that will control their lives. ",,,,,,,,,1,,,,,1,
Not for foreigners,"Like polish app always in polish only! 
I think when you expend 1 million zloty for the app it should be good to add some zloty to have it in English !",3,"  Not for foreigners Like polish app always in polish only! 
I think when you expend 1 million zloty for the app it should be good to add some zloty to have it in English !  ",,,,,,1,,,,,,,1,,
_wietna aplikacja,"Wszystko dzia_a jak powinno, czujemy si_ bezpieczniej.",5," Great application Everything works as it should, we feel safer. ",,,,,,,,,1,,,,,1,
Spe_nia swoje zadanie,"Po aktualizacji aplikacja nie pyta o dane osobowe, anonimowo monitoruje urz_dzenia dooko_a. Pozwala to na powiadomienie o ryzyku spotkania osoby zaka_onej bez naruszania naszej prywatno_ci.",4," It does its job. After updating, the application does not ask for personal data, anonymously monitors devices around. This allows the notification of the risk of meeting an infected person without violating our privacy. ",,,,,,,,,1,,,,,,1
Spyware,"Obserwuj_c w lokalnej sieci WiFi ruch aplikacji mo_na doj__ do wniosku, _e to zwyk_e spyware. Dzia_ania i zapewnienia Ministerstwa Cyfryzacji te_ nie buduj_ wiarygodno_ci. Nie radz_ instalowa_.",1," Spyware By observing application traffic on the local WiFi network, you may conclude that it is ordinary spyware. The actions and assurances of the Ministry of Digital Affairs also do not build credibility. I do not recommend installing. ",,,,,,,,,1,,,,,,1
App language,I wish this app was available in English also since Poland has a lot of foreigners,4,App language I wish this app was available in English also since Poland has a lot of foreigners,,,,,,1,,,,,,,1,,
Odradzam,"Za bardzo ingeruje w prywatno__. Dziwi mnie, _e to przesz_o przez „sito” AppStore!",1," I advise against It interferes with privacy too much. I am surprised that this went through the AppStore ""sieve""! ",,,,,,,,,1,,,,,,1
To jest narz_dzie do masowej inwigilacji.,"Szczerze odradzam i instalowanie tego typu aplikacji na swoich urz_dzeniach. Aplikacji omija_a przygotowane przez Apple Api, prosi o permanentny dost_p do newralgicznych informacji oraz do modu_ów komunikacyjnych urz_dzenia. Dane te przekazywane s_ na serwery ministerstwa cyfryzacji. Aplikacja otwiera si_ w trybie WebView, co oznacza _e administrator aplikacji mo_e potajemnie zmienia_ kod aplikacji by szpiegowa_ u_ytkownika. Dane na serwerach mog_ w ten sposób by_ _atwo deanonimizowane.",1," This is a mass surveillance tool. I sincerely advise against installing this type of application on your devices. The application bypassed the Api prepared by Apple, asks for permanent access to sensitive information and to the device's communication modules. These data are transferred to the servers of the Ministry of Digital Affairs. The application opens in WebView mode, which means that the application administrator can secretly change the application code to spy on the user. The data on the servers can thus be easily de-anonymised. ",,,,,,,,,1,,,,,,1
Niebezpieczna appka,"Odradzam pobieranie tej aplikacji. W ogóle powinna zosta_ usuni_ta z App Store, poniewa_ powa_nie narusza standardy bezpiecze_stwa.",1," Dangerous app I advise against downloading this app. It should be removed from the App Store at all, as it seriously violates security standards. ",,,,,,,,,1,,,,,,1
Niebezpieczna appka,"Odradzam pobieranie tej aplikacji. W ogóle powinna zosta_ usuni_ta z App Store, poniewa_ powa_nie narusza standardy bezpiecze_stwa.",1," Dangerous app I advise against downloading this app. It should be removed from the App Store at all, as it seriously violates security standards. ",,,,,,,,,1,,,,,,1
Odinstalowa_em,"Brak wgl_du w dane, bateria w telefonie znika w ekspresowym tempie, destabilizuje prace Bluetooth np. z zestawem g_o_nomówi_cym.",2," I uninstalled Lack of access to the data, the battery in the phone disappears at an express pace, destabilizes the work of Bluetooth, e.g. with a hands-free set. ",,,,,,,,,1,,,,,1,
Prywatnosc,"Z ca_ym szacunkiem do pandemii, ale trzeba mie_ równie_ na uwadze bezpiecze_stwo swoich danych. Pobierasz i u_ywasz na w_asne ryzyko, tego nikt nie doda_ w opisie aplikacji. I nie chodzi tu o to _e musisz by_ dealerem u_ywek, lub gangsterem w bia_ych r_kawiczkach aby nie da_ si_ _ledzi_. Nikt nie zapewni Ci_ w 100% _e dane nie zostan_ przechwycone przez hakerów którzy z Twoimi danymi co zrobi_. Mo_esz skrytykowa_ to co napisa_em, ale gdy w przysz_o_ci dotknie Ci_ co_ takiego, zrozumiesz o co w tym chodzi.",1," Privacy With all due respect to the pandemic, but you must also be mindful of the security of your data. You download and use it at your own risk, nobody added it in the description of the application. And it's not that you have to be a drug dealer or a white-gloved gangster to stay tracked. Nobody can guarantee you 100% that your data will not be intercepted by hackers who will what to do with your data. You can criticize what I have written, but when you experience something like this in the future, you will understand what it is all about. ",,,,,,,,,1,,,,,,1
Wstyd!,"Pa_stwowa aplikacja, zbudowana przy u_yciu technologii które nie maja nic wspólnego z prywatno_ci_. Czerwona flaga szczególnie dla aplikacji która ma operowa_ szczególnie wra_liwymi danymi. Wstyd.",1," Shame! State-of-the-art application, built using technologies that have nothing to do with privacy. Red flag especially for an application that is to handle particularly sensitive data. Shame. ",,,,,,,,,1,,,,,,1
Aplikacja skrajnie szkodliwa,Nie polecam komukolwiek dbajacemu o swoja prywatnosc. Chyba ze ktos lubi jak rzad wie gdzie i z kim sie widuje,1,Extremely harmful application I do not recommend it to anyone who cares about their privacy. Unless someone likes how the government knows where and with whom they are seeing,,,,,,,,,1,,,,,,1
nie dostƒôpna aplikacja dla Niewidomych,na dzie≈Ñ dobry niewidomy nie mo≈ºe po zaznaczaƒá i zaakceptowaƒá regulamin i nie przejdzie siƒô dalej,1,not available application for the Blind for a good morning the blind cannot select and accept the regulations and will not proceed,,,1,,,,,,,,,,,1,
"As usual, Polska dla polakow",No English version. Not surprised tho...,1,"  As usual, Polska dla polakow No English version. Not surprised tho...  ",,,,,,1,,,,,,,,,1
Zagra≈ºajƒÖce bezpiecze≈Ñstwu,"Wymagane dane to tylko:
Imiƒô
Wiek
P≈Çeƒá
Grupa krwi
Nazwa u≈ºytkownika telefonu

Co wiƒôcej dla interes√≥w publicznych dane mogƒÖ byƒá wykorzystane przez podmioty prawne. SƒÖ wed≈Çug regulaminu legalnie przetwarzane przez sp√≥≈Çkƒô Titani24 - startup z 2018 roku, ministerstwo cyfryzacji, GIS, intermedica i wszystkie podmioty prawne kt√≥re uznajƒÖ ze ich pozyskanie jest istotne z punktu widzenia prawa. Np z powodu walki z COVID",1," Threats to your security The required data is only:
Name
Age
Sex
blood group
Phone username

Moreover, for the public interest the data may be used by legal entities. According to the regulations, they are legally processed by the Titani24 company - a startup from 2018, the ministry of digitization, GIS, intermedica and all legal entities that consider their acquisition to be legally important. For example, because of the fight against COVID ",,,,,,,,,1,,,,,,1
Snilldar hugmynd!,"Snilldar hugmynd a_ koma _essu af sta_!
Ég setti appi_ upp fyrir manneskju sem var me_ stillt á stóra stafi í símanum sínum. _á var ekki hægt a_ setja upp appi_. Gæti trufla_ eldra fólk. 
Takk fyrir okkur!",5,"Smash idea! Smash idea to get this started!
I set up the app for a person who had uppercase letters in their phone. The app could not be installed then. Might disturb older people.
Thank you for us!",,1,,,,,,,,,,,,,1
Easy and security 100%,By downloading this app you help the fight the Covid-19.  Downloading the app will only upload your location onto your phone and if it needs to be looked at you will get a chance to send it to the tracing team in Iceland. It will help you keep safe and others around you. Safe travels.,5,Easy and security 100% By downloading this app you help the fight the Covid-19.  Downloading the app will only upload your location onto your phone and if it needs to be looked at you will get a chance to send it to the tracing team in Iceland. It will help you keep safe and others around you. Safe travels.,,,,,,,,,1,,,,,,1
Danskt n√∫mer virkar ekki,M√©r er ekki a√∞ takast a√∞ f√° sta√∞festingark√≥√∞a √≠ danskt s√≠man√∫mer.,5,Danish number does not work I can not get a confirmation code for a Danish phone number.,,,,,,,1,,,,,,,,1
_____,___ _____ _____ ______ ______ ___ ____ _______ ____ _____ ____ ___ _____ _____ ______ ____ ___ ___ _____ .. ___ ___ _____ _____ ______ ___ __,1," Unfortunately, I am Saudi and I entered Kuwait, and I am required to download the application, and when I carry it, I am asked for a Kuwaiti civil card ???? Ok, I am a Saudi .. I put a Kuwaiti civil card number, how ?? ",,,,,,,1,,,,,,,1,
Notifications,"I have this problem , where it notifies me to take a picture but is not allowing me to take the picture as it notifies me to do so but yet it shows that “No Check in is required “ so frustrating. Please help me to sort this out .",2,"  Notifications I have this problem , where it notifies me to take a picture but is not allowing me to take the picture as it notifies me to do so but yet it shows that “No Check in is required “ so frustrating. Please help me to sort this out .  ",,,,1,,,,,,,,1,,,
___ __ ___,____ _____ _____ _ _______ _____ ____ __________ ____ ___ ___ ____ _______ __ ___ _____ ______ __________ ____,1," Why, my brother, we are in an Arab country, and the application is explained in English. I don’t know why we know English, but what is the goal? ",,,,,,1,,,,,,,,,1
____ _______,"______ ___ ______ 
This application intellects private information.",1,"  ____ _______ ______ ___ ______ 
This application intellects private information.  ",,,,,,,,,1,,,,,,1
__ ____ _______ ___ ________ !!,"____ _____ _______ ______ _______ ... ___ ________ ______ ___ _____ ______ _____ _________ __ ______ ____ ... ____ __ ____ ____ _____ ____ ___ ___ ______ !!

___ ___ ____ _________ ___ ______

_____",1," It was not allowed to enter the program !! I entered and activated the Arabic language ... I paralyzed the program and installed it again to change the language to English, which would not allow me to enter ... Each one says he has one download, ok with the same device !!

Technical error and software defect that must be corrected

Thank ",,,,,,1,,,,,,1,,,
ÿ≠ÿßŸÖŸä ÿßŸÑÿØÿ≥ÿ™Ÿàÿ±,"ÿ®ÿ±ŸÜÿßŸÖÿ¨ ÿ∫Ÿäÿ± ÿØÿ≥ÿ™Ÿàÿ±Ÿä 
This application intellects private information.",1,"  ÿ≠ÿßŸÖŸä ÿßŸÑÿØÿ≥ÿ™Ÿàÿ± ÿ®ÿ±ŸÜÿßŸÖÿ¨ ÿ∫Ÿäÿ± ÿØÿ≥ÿ™Ÿàÿ±Ÿä 
This application intellects private information.  ",,,,,,,,,1,,,,,,1
This is unethical app,"I understand the government want to minimize the spread of the virus but you should not force us for taking personal photos everyday and asking for our location all the day, my phone is on fire and they collect very sensitive data. This app did not mention for Motion & Fitness Activity yet they request it from us. And if we do not use it we will go to jail. I disagree for the terms & condition but I must use it because they force us to use it.",1,"  This is unethical app I understand the government want to minimize the spread of the virus but you should not force us for taking personal photos everyday and asking for our location all the day, my phone is on fire and they collect very sensitive data. This app did not mention for Motion & Fitness Activity yet they request it from us. And if we do not use it we will go to jail. I disagree for the terms & condition but I must use it because they force us to use it.  ",,,,,,,,,1,,,,,,1
